Date,Vụ nuôi,module_name,ao,Loại ao,Công nghệ nuôi,area,Giống tôm,Tuổi tôm,Time,Mực nước,Thay nước (cm),Nhiệt độ,pH,Độ mặn,TDS,Độ đục,DO,Độ màu,Độ trong,Độ kiềm,Độ cứng,Amoni,Nitrat,Nitrit,Phosphate (PO43-),Silica,Season,Ngày thả
26/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,21.0,11.5,75.0,0.0,29.52326775,7.890497208,27.42566109,27.29070663,17.86768532,6.132377625,126.0,40.0,176.0,4500.0,1.76,0.0,0.0,1.2,7.75,Rainy,10.0
26/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,21.0,14.0,75.0,0.0,30.35012054,7.890797615,27.93700218,27.74017525,51.3528862,6.140436649,155.0,25.6,177.0,4500.0,2.04,0.0,0.0,5.5,6.44,Rainy,10.0
26/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,21.0,17.0,70.0,0.0,30.55820084,7.859819946,27.4355526,27.29236031,63.84108353,5.966611862,142.0,21.5,178.0,4500.0,1.12,0.0,0.0,0.3,12.5,Rainy,10.0
25/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,20.0,8.0,120.0,20.0,29.49632072,7.796134949,28.83057976,28.53979683,9.053184509,5.954257488,326.0,40.0,167.0,5000.0,2.68,0.9,0.009,4.36,4.45,Rainy,9.0
25/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,20.0,11.5,120.0,0.0,31.32680511,7.794412136,29.0017395,28.67814255,30.4542675,5.679028511,322.0,27.5,162.0,5000.0,1.72,0.6,0.014,1.86,4.2,Rainy,9.0
25/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,20.0,14.0,120.0,0.0,31.42595673,7.791081905,28.98173332,28.65990448,10.20671177,5.632167816,236.0,35.4,157.0,5000.0,3.48,0.0,6e-05,2.62,4.55,Rainy,9.0
25/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,20.0,17.0,65.0,0.0,31.37748337,7.801815987,28.97037888,28.65013504,51.3528862,5.5601964,246.0,38.5,162.0,5000.0,2.68,1.2,0.019,0.96,3.45,Rainy,9.0
25/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,20.0,8.0,120.0,20.0,29.22949219,7.81384325,28.72514153,28.44874382,10.20671177,6.041732311,408.0,35.4,155.0,4500.0,0.44,0.0,0.0,2.46,3.85,Rainy,9.0
25/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,20.0,11.5,120.0,0.0,29.61078453,7.866411686,28.82910347,28.53750229,17.86768532,5.952924252,326.0,32.1,153.0,5000.0,1.96,0.0,0.026,1.28,1.28,Rainy,9.0
25/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,20.0,14.0,120.0,0.0,30.94621658,7.913283348,29.01407814,28.69133759,51.3528862,5.929887295,360.0,25.6,153.0,4500.0,1.24,0.0,1e-05,1.14,4.0,Rainy,9.0
25/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,20.0,17.0,80.0,0.0,30.67718315,7.878619194,28.80465317,28.50781059,9.053184509,5.823403358,386.0,21.5,157.0,5000.0,1.76,0.0,0.0,0.6,3.0,Rainy,9.0
24/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,19.0,8.0,80.0,0.0,30.35881805,7.887213707,26.02217484,26.02875519,30.4542675,6.046188831,322.0,40.0,182.0,5000.0,3.2,2.0,0.0,0.2,3.45,Rainy,8.0
24/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,19.0,11.5,80.0,0.0,31.12526131,7.974218845,29.4154377,29.04468727,10.20671177,5.786137581,236.0,40.0,167.0,4500.0,2.4,0.0,0.0,0.6,5.6,Rainy,8.0
24/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,19.0,14.0,80.0,0.0,32.47787857,8.074191093,29.11681175,28.77419853,17.86768532,5.862063408,441.0,35.0,149.0,5000.0,1.08,0.0,0.0,3.02,3.1,Rainy,8.0
24/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,19.0,17.0,70.0,0.0,32.0095253,7.926320076,28.97940826,28.65487289,51.3528862,5.509428501,438.0,48.0,153.0,4500.0,1.28,0.0,0.0,2.74,3.55,Rainy,8.0
24/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,19.0,11.5,75.0,0.0,31.13233948,7.971076488,29.4012928,29.03215981,9.053184509,5.801421165,386.0,50.0,162.0,5000.0,1.72,0.6,0.014,1.86,4.2,Rainy,8.0
24/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,19.0,14.0,80.0,0.0,31.66428185,7.983681679,29.33887863,28.97402191,9.053184509,5.838674545,349.0,50.0,152.0,5000.0,1.24,0.0,0.0,1.84,4.55,Rainy,8.0
24/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,19.0,17.0,60.0,0.0,31.36873817,7.873389721,28.81392097,28.51180649,30.4542675,5.564721584,413.0,50.0,147.0,4500.0,0.48,0.0,0.0,1.74,4.0,Rainy,8.0
23/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,18.0,11.5,75.0,0.0,30.14636993,7.885774136,27.66098785,27.49590683,10.20671177,6.120395184,127.0,40.0,179.0,4500.0,2.4,0.0,0.0,0.6,9.6,Rainy,7.0
23/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,18.0,14.0,80.0,0.0,31.1821022,7.892267227,26.96844673,26.87207222,68.65724945,6.096199989,139.0,40.0,184.0,4500.0,4.48,0.0,0.011,1.2,4.92,Rainy,7.0
23/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,18.0,17.0,75.0,0.0,31.33943748,7.898091316,27.784338,27.59858704,17.86768532,5.977982044,119.0,35.0,179.0,4500.0,5.32,0.0,0.003,0.3,11.9,Rainy,7.0
23/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,18.0,11.5,75.0,0.0,29.52326775,7.890497208,27.42566109,27.29070663,51.3528862,6.132377625,126.0,40.0,176.0,4500.0,1.76,0.0,0.0,1.2,7.75,Rainy,7.0
23/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,18.0,14.0,75.0,0.0,30.35012054,7.890797615,27.93700218,27.74017525,63.84108353,6.140436649,155.0,27.5,177.0,4500.0,2.04,0.0,0.0,5.5,6.44,Rainy,7.0
23/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,18.0,17.0,70.0,0.0,30.55820084,7.859819946,27.4355526,27.29236031,9.053184509,5.966611862,142.0,35.4,178.0,4500.0,1.12,0.0,0.0,0.3,12.5,Rainy,7.0
22/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,17.0,8.0,75.0,0.0,30.14636993,7.885774136,27.66098785,27.49590683,9.053184509,6.120395184,127.0,38.5,179.0,4500.0,2.4,0.0,0.0,0.6,9.6,Rainy,6.0
22/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,17.0,11.5,75.0,10.0,30.14636993,7.885774136,27.66098785,27.49590683,30.4542675,6.120395184,127.0,40.0,179.0,4500.0,2.4,0.0,0.0,0.6,9.6,Rainy,6.0
22/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,17.0,14.0,80.0,0.0,31.1821022,7.892267227,26.96844673,26.87207222,10.20671177,6.096199989,139.0,40.0,184.0,4500.0,4.48,0.0,0.011,1.2,4.92,Rainy,6.0
22/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,17.0,17.0,75.0,0.0,31.33943748,7.898091316,27.784338,27.59858704,28.65724945,5.977982044,119.0,35.0,179.0,4500.0,5.32,0.0,0.003,0.3,11.9,Rainy,6.0
22/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,17.0,8.0,75.0,0.0,31.1821022,7.892267227,26.96844673,26.87207222,17.86768532,5.564721584,317.0,48.0,180.0,4500.0,4.0,0.0,0.0,1.3,1.85,Rainy,6.0
22/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,17.0,11.5,75.0,0.0,29.52326775,7.890497208,27.42566109,27.29070663,51.3528862,6.132377625,126.0,25.6,176.0,4500.0,1.76,0.0,0.0,1.2,7.75,Rainy,6.0
22/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,17.0,14.0,75.0,0.0,30.35012054,7.890797615,27.93700218,27.74017525,63.84108353,6.140436649,155.0,21.5,177.0,4500.0,2.04,0.0,0.0,5.5,6.44,Rainy,6.0
22/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,17.0,17.0,70.0,0.0,30.55820084,7.859819946,27.4355526,27.29236031,9.053184509,5.966611862,142.0,40.0,178.0,4500.0,1.12,0.0,0.0,0.3,12.5,Rainy,6.0
21/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,16.0,8.0,75.0,0.0,30.14636993,8.01,27.66098785,27.49590683,9.053184509,6.120395184,127.0,27.5,179.0,4500.0,2.4,0.0,0.0,0.6,9.6,Rainy,5.0
21/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,16.0,11.5,75.0,0.0,30.14636993,7.885774136,27.66098785,27.49590683,30.4542675,6.120395184,127.0,35.4,179.0,4500.0,2.4,0.0,0.0,0.6,9.6,Rainy,5.0
21/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,16.0,14.0,80.0,0.0,31.1821022,7.892267227,26.96844673,26.87207222,10.20671177,6.096199989,139.0,38.5,184.0,4500.0,4.48,0.0,0.011,1.2,4.92,Rainy,5.0
21/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,16.0,17.0,75.0,0.0,31.33943748,7.898091316,27.784338,27.59858704,9.053184509,5.977982044,119.0,44.0,179.0,4500.0,5.32,0.0,0.003,0.3,11.9,Rainy,5.0
21/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,16.0,8.0,75.0,0.0,30.35012054,7.890797615,27.93700218,27.74017525,9.053184509,6.132377625,97.0,45.0,142.0,3000.0,11.35,3.0,4.1,5.5,2.15,Rainy,5.0
21/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,16.0,11.5,75.0,0.0,29.52326775,7.890497208,27.42566109,27.29070663,30.4542675,6.132377625,126.0,45.0,176.0,4500.0,1.76,0.0,0.0,1.2,7.75,Rainy,5.0
21/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,16.0,14.0,75.0,0.0,30.35012054,7.890797615,27.93700218,27.74017525,10.20671177,6.140436649,155.0,50.0,177.0,4500.0,2.04,0.0,0.0,5.5,6.44,Rainy,5.0
21/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,16.0,17.0,70.0,0.0,30.55820084,7.859819946,27.4355526,27.29236031,5.314341068,5.966611862,142.0,50.0,178.0,4500.0,1.12,0.0,0.0,0.3,12.5,Rainy,5.0
20/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,15.0,8.0,75.0,0.0,30.14636993,7.885774136,27.66098785,27.49590683,17.86768532,6.120395184,127.0,40.0,179.0,4500.0,2.4,0.0,0.0,0.6,9.6,Rainy,4.0
20/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,15.0,11.5,75.0,0.0,30.69934082,7.885774136,28.66098785,26.49590683,9.053184509,6.120395184,127.0,27.5,179.0,4500.0,2.4,0.0,0.0,0.6,9.6,Rainy,4.0
20/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,15.0,14.0,80.0,0.0,31.1821022,7.892267227,26.96844673,26.87207222,11.86768532,6.096199989,139.0,50.0,184.0,4500.0,4.48,0.0,0.011,1.2,4.92,Rainy,4.0
20/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,15.0,17.0,75.0,0.0,31.33943748,7.898091316,27.784338,27.59858704,5.314341068,5.977982044,119.0,45.0,179.0,4500.0,5.32,0.0,0.003,0.3,11.9,Rainy,4.0
20/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,15.0,8.0,75.0,0.0,31.1821022,7.892267227,26.96844673,26.87207222,10.20671177,6.01,95.0,35.0,141.0,3000.0,12.35,4.4,1.96,5.6,2.75,Rainy,4.0
20/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,15.0,11.5,75.0,0.0,29.52326775,7.890497208,27.42566109,27.29070663,17.86768532,6.132377625,126.0,27.5,176.0,4500.0,1.76,0.0,0.0,1.2,7.75,Rainy,4.0
20/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,15.0,14.0,75.0,0.0,30.35012054,7.890797615,27.93700218,27.74017525,9.053184509,6.140436649,155.0,50.0,177.0,4500.0,2.04,0.0,0.0,5.5,6.44,Rainy,4.0
20/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,15.0,17.0,70.0,0.0,30.55820084,7.859819946,27.4355526,27.29236031,5.314341068,5.966611862,142.0,40.0,178.0,4500.0,1.12,0.0,0.0,0.3,12.5,Rainy,4.0
19/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,14.0,8.0,80.0,0.0,30.03356361,8.201575279,27.39669228,27.26111221,10.20671177,6.288246632,127.0,45.0,162.0,4500.0,2.04,0.0,0.023,1.7,3.55,Rainy,3.0
19/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,14.0,11.5,80.0,0.0,31.32680511,7.794412136,29.0017395,28.67814255,92.5,5.679028511,322.0,27.5,162.0,5000.0,1.72,0.6,0.014,1.86,4.2,Rainy,3.0
19/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,14.0,14.0,70.0,0.0,31.42595673,7.791081905,28.98173332,28.65990448,102.7,5.632167816,106.0,35.4,157.0,5000.0,3.48,0.0,6e-05,2.62,4.55,Rainy,3.0
19/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,14.0,18.0,75.0,0.0,30.14636993,7.885774136,27.66098785,27.49590683,5.314341068,5.5601964,136.0,35.4,157.0,5000.0,3.48,0.0,6e-05,2.62,4.55,Rainy,3.0
19/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,14.0,8.0,80.0,0.0,30.03356361,8.201575279,27.39669228,27.26111221,10.20671177,6.288246632,193.0,34.0,165.0,5000.0,1.6,0.0,0.013,0.9,2.1,Rainy,3.0
19/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,14.0,11.5,75.0,0.0,30.35012054,7.907976151,27.93700218,27.01752472,10.20671177,6.140436649,155.0,50.0,177.0,4500.0,2.04,0.0,0.0,5.5,6.44,Rainy,3.0
19/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,14.0,14.0,75.0,0.0,30.55820084,7.859819946,27.4355526,27.29236031,5.314341068,5.966611862,142.0,50.0,178.0,4500.0,1.12,0.0,0.0,0.3,12.5,Rainy,3.0
19/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,14.0,18.0,75.0,0.0,30.55820084,7.859819946,27.4355526,27.29236031,4.731132507,5.966611862,142.0,40.0,178.0,4500.0,1.12,0.0,0.0,0.3,12.5,Rainy,3.0
18/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,13.0,8.0,80.0,0.0,30.03356361,8.201575279,27.39669228,27.26111221,4.731132507,6.288246632,122.0,27.5,182.0,5000.0,3.2,2.0,0.0,0.2,3.45,Rainy,2.0
18/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,13.0,11.5,75.0,0.0,28.47411919,7.970221996,28.84137535,28.55922127,132.5,6.028187752,80.0,50.0,177.0,4500.0,0.08,0.2,0.0,0.46,3.8,Rainy,2.0
18/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,13.0,14.0,65.0,0.0,26.95978928,7.806329727,26.43395805,26.42805672,108.7,6.668767929,102.0,45.0,177.0,4500.0,3.8,0.0,0.007,1.3,4.35,Rainy,2.0
18/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,13.0,18.0,80.0,0.0,30.87141037,7.859843254,29.05822563,28.73084259,63.6,5.95909977,128.0,35.0,155.0,4500.0,0.44,0.0,0.015,2.24,4.8,Rainy,2.0
18/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,13.0,8.0,80.0,0.0,30.03356361,8.201575279,27.39669228,27.26111221,92.5,6.288246632,168.0,33.0,163.0,4500.0,1.88,0.0,0.007,0.8,1.2,Rainy,2.0
18/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,13.0,11.5,80.0,0.0,30.35012054,7.890797615,27.93700218,27.74017525,63.84108353,6.140436649,155.0,21.5,177.0,4500.0,2.04,0.0,0.0,5.5,6.44,Rainy,2.0
18/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,13.0,14.0,70.0,0.0,30.55820084,7.859819946,27.4355526,27.29236031,9.053184509,5.966611862,142.0,40.0,178.0,4500.0,1.12,0.0,0.0,0.3,12.5,Rainy,2.0
18/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,13.0,18.0,70.0,0.0,30.35881805,7.887213707,26.02217484,26.02875519,30.4542675,6.046188831,322.0,40.0,182.0,5000.0,3.2,2.0,0.0,0.2,3.45,Rainy,2.0
17/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,12.0,8.0,65.0,0.0,30.43605804,8.218312263,27.50754166,27.35477066,30.4542675,6.120395184,132.0,45.0,177.0,4500.0,3.8,0.0,0.007,1.3,4.35,Rainy,1.0
17/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,12.0,11.5,80.0,0.0,31.33943748,8.218312263,27.50754166,27.35477066,10.20671177,5.977982044,118.0,50.0,173.0,5000.0,0.52,0.0,0.021,1.14,4.7,Rainy,1.0
17/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,12.0,14.0,80.0,0.0,28.76,8.218312263,27.50754166,27.35477066,9.731132507,6.096199989,95.0,45.0,166.0,4500.0,2.52,0.0,0.016,3.24,5.1,Rainy,1.0
17/7/2022,Vụ 2-2022,B11,D4N4,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,12.0,18.0,80.0,0.0,30.1,8.218312263,27.50754166,27.35477066,5.731132507,6.204478741,105.0,45.0,166.0,4500.0,2.52,0.0,0.016,3.24,5.1,Rainy,1.0
17/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,12.0,11.5,70.0,0.0,30.35012054,7.907976151,27.93700218,27.01752472,10.20671177,6.140436649,155.0,50.0,177.0,4500.0,2.04,0.0,0.0,5.5,6.44,Rainy,1.0
17/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,12.0,14.0,70.0,0.0,30.55820084,7.859819946,27.4355526,27.29236031,5.314341068,5.966611862,142.0,50.0,178.0,4500.0,1.12,0.0,0.0,0.3,12.5,Rainy,1.0
17/7/2022,Vụ 2-2022,B11,D5N5,Circle,"two period, Postlarvae, exchange water",232.0,Vietuc,12.0,18.0,70.0,0.0,29.52326775,7.890497208,27.42566109,27.29070663,51.3528862,6.132377625,126.0,25.6,176.0,4500.0,1.76,0.0,0.0,1.2,7.75,Rainy,1.0
21/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,89.0,8.0,70.0,20.0,28.79573822,7.482184887,19.50688362,20.07423973,49.1,5.016443253,214.0,32.4,154.0,3500.0,10.3,1.4,0.405,3.16,2.1,Rainy,78.0
21/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,89.0,11.5,70.0,0.0,28.803442,7.458809376,19.49287605,20.06113243,63.6,4.947609901,285.0,32.1,155.0,4000.0,11.0,4.4,0.4,0.96,2.1,Rainy,78.0
21/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,89.0,14.0,70.0,0.0,30.14788628,7.504374027,19.84627914,20.38545227,60.2,4.963734627,247.0,23.7,149.0,3000.0,13.9,1.8,0.35,3.76,2.75,Rainy,78.0
21/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,89.0,17.0,70.0,0.0,30.17313766,7.444900513,19.04859543,19.6412735,64.5,5.176824093,265.0,37.4,143.0,3500.0,8.3,3.4,0.315,1.76,2.2,Rainy,78.0
20/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,88.0,8.0,80.0,10.0,28.09635162,7.462032318,19.22632599,19.81556892,44.0,5.09085989,223.0,28.0,150.0,3500.0,9.7,1.3,0.32,1.76,1.5,Rainy,77.0
20/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,88.0,11.5,70.0,0.0,29.44218445,7.511789799,19.2357254,19.81845284,52.6,5.213456631,255.0,28.0,150.0,3500.0,9.2,0.8,0.39,1.16,2.2,Rainy,77.0
20/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,88.0,14.0,80.0,0.0,30.02147293,7.514817238,19.48500252,20.04926682,64.5,4.922205925,247.0,26.0,154.0,3000.0,16.6,2.4,0.4,3.76,2.45,Rainy,77.0
10/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,78.0,8.0,70.0,0.0,28.7474041,7.696138859,15.95255852,16.71954155,50.0,6.273146152,230.0,24.0,145.0,3000.0,10.65,0.3,0.34,0.68,1.6,Rainy,67.0
10/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,78.0,11.5,60.0,0.0,30.12057686,7.871164799,15.95065784,16.71476364,109.6,6.577414513,308.0,24.0,127.0,3000.0,7.15,1.7,0.82,0.64,2.6,Rainy,67.0
10/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,78.0,14.0,60.0,0.0,32.02727127,8.138944626,15.99565601,16.75644684,80.3,6.578345776,262.0,23.0,125.0,3000.0,5.4,3.4,0.44,1.02,2.1,Rainy,67.0
10/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,78.0,17.0,60.0,30.0,31.7385788,7.996019363,16.03734589,16.79620361,61.1,5.8430233,228.0,23.0,123.0,3000.0,5.7,1.2,0.24,2.46,3.45,Rainy,67.0
9/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,77.0,8.0,70.0,0.0,27.81769371,7.642000675,16.10692787,16.87010193,51.7,6.029227257,176.0,36.0,123.0,3000.0,7.3,3.3,0.25,7.2,7.3,Rainy,66.0
9/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,77.0,11.5,70.0,0.0,28.88528824,7.878257275,16.12973976,16.88828468,60.0,6.840087891,190.0,35.0,125.0,3000.0,8.8,5.6,0.5,8.2,8.8,Rainy,66.0
9/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,77.0,14.0,70.0,0.0,30.1605587,8.06193161,16.16679192,16.92088509,84.9,6.628430843,219.0,25.0,124.0,3000.0,8.3,1.5,0.1,4.7,3.7,Rainy,66.0
9/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,77.0,17.0,70.0,0.0,30.26657486,7.85630703,16.18374443,16.93688583,57.7,5.924893856,203.0,23.0,129.0,3000.0,11.25,0.6,0.6,18.5,2.05,Rainy,66.0
8/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,76.0,8.0,70.0,0.0,26.91718102,7.570601463,16.49903297,17.24814224,8.3,5.918438911,95.0,30.0,141.0,3000.0,12.35,4.4,1.96,5.6,2.75,Rainy,65.0
8/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,76.0,11.5,70.0,0.0,27.52410126,7.623531342,16.5091095,17.25476837,68.7,6.340543747,236.0,30.0,121.0,3000.0,1.7,5.12,3.5,12.8,2.4,Rainy,65.0
8/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,76.0,14.0,70.0,0.0,29.23065948,7.744965076,16.45618439,17.1984024,51.7,6.223378181,132.0,26.0,138.0,3000.0,10.15,1.4,0.3,16.1,2.6,Rainy,65.0
8/9/2022,Vụ 2-2022,A1,D5N9,Rectangle,"two period, grow, exchange water",1785.0,Vietuc,76.0,17.0,70.0,10.0,28.96345329,7.70053196,16.44370079,17.18723869,64.5,5.859076023,160.0,27.0,133.0,3000.0,12.35,4.6,1.1,17.5,2.5,Rainy,65.0
