Amoni,Canxi,Con/Kg,Cường độ sáng,DO,Date,Kali,Magie,Mực nước,Nhiệt độ,Nitrat,Nitrit,Oxy bão hòa,Phosphate (PO43-),Silica,Size Tôm,TDS,Thế oxy hóa khử,Time,Tỷ trọng,Vụ nuôi,age,ao,area,hoachat_aminox_aqua,hoachat_aqua_c,hoachat_biosol,hoachat_chế_phẩm_vi_sinh__em,hoachat_chế_phẩm_vi_sinh_em,hoachat_doromit,hoachat_genplus,hoachat_kali_belarus,hoachat_kali_canada,hoachat_magie_clorua,hoachat_magnesium_chloride,hoachat_mật_rỉ_đường,hoachat_natri_bicarbonate,hoachat_organic,hoachat_sago_hepasol,hoachat_sodium_bicarbonate,hoachat_toppodine,hoachat_toppond,hoachat_vemevit,hoachat_vi_sinh_hiếu_khí,hoachat_vitapro,hoachat_vôi_nóng,loai_ao,module_name,pH,pond_days,sheet,thucan_beo,thucan_lysine,thucan_protein_tho,thucan_xo_tho,Áp suất thành phần Oxy,Điện trở suất,Điện áp ngoài,Độ cứng,Độ dẫn riêng,Độ dẫn thực,Độ kiềm,Độ màu,Độ mặn,Độ trong,Độ đục,Timestamp
7.6,,,8533,5.954325199,2022-10-24T00:00:00+00:00,,,110,28.1253376,0.4,0.11,86.62381744,2.6,2.47,,23.27575684,114.5490723,8,1.01333952,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.879348278,,A14N18,2,0.64,15.6,1.6,132.7142639,26.35294342,17.21899986,4500,35808.85547,37946.42578,180,302,22.96856689,16,44.9,2022-10-24T08:00:00+00:00
8.1,,,26993,5.77681303,2022-10-24T00:00:00+00:00,,,100,30.37695122,0.68,0.18,87.26516724,2.8,3.1,,23.31949043,115.1117401,14,1.012660503,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.882157803,,A14N18,1.5,0.48,11.7,1.2,132.9727478,25.27766609,17.21899986,4500,35876.14063,39560.61328,179,322,23.03054619,15.5,62.5,2022-10-24T14:00:00+00:00
7.1,,,12508,5.715699673,2022-10-25T00:00:00+00:00,,,80,28.92027092,0.48,0.14,84.03663635,2.2,2.46,,22.82351112,113.2544556,8,1.012723684,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.801105976,,A14N18,2,0.64,15.6,1.6,128.5132751,26.49549675,17.18300056,4500,35113.09375,37742.26172,180,298,22.48045349,19.5,47.9,2022-10-25T08:00:00+00:00
6.8,,,25411,6.014600754,2022-10-25T00:00:00+00:00,,,80,28.47562218,0.71,0.28,86.88768768,3.1,2.89,,21.13591385,94.71025848,14,1.011496067,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.933532715,,A14N18,1,0.32,7.8,0.8,133.011673,28.83889008,17.18300056,4500,32516.78906,34675.39844,182,315,20.64680481,18.5,55.6,2022-10-25T14:00:00+00:00
6.5,,,9663,5.86373806,2022-10-26T00:00:00+00:00,,,110,28.38757515,0.5,0.13,85.86940765,3.6,2.14,,23.63298988,122.8174286,8,1.013550639,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.795279026,,A14N18,2,0.64,15.6,1.6,131.4795685,25.83249474,17.20100021,4500,36358.44531,38710.93359,182,322,23.36170197,16,59.6,2022-10-26T08:00:00+00:00
7.2,,,26993,5.582139492,2022-10-26T00:00:00+00:00,,,110,30.17697525,0.62,0.21,84.23777008,4.1,2.6,,23.69325447,122.4812546,14,1.013031125,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.86785984,,A14N18,1.5,0.48,11.7,1.2,128.4249878,24.96538734,17.19199944,5000,36451.16016,40055.45703,179,318,23.43935966,16,62.6,2022-10-26T14:00:00+00:00
7.8,,,10111,5.855974197,2022-10-27T00:00:00+00:00,,,80,28.10078049,1.2,0.13,85.41015625,7.44,3.2,,23.76097298,114.0221634,8,1.013744116,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.881575108,,A14N18,1,0.32,7.8,0.8,130.8621368,25.82622719,17.19199944,4500,36555.34375,38720.32813,176,293,23.4996376,18.5,77.4,2022-10-27T08:00:00+00:00
7.5,,,10361,5.89679575,2022-10-27T00:00:00+00:00,,,90,28.87978554,1.35,0.11,87.18649292,7.2,4.1,,23.85907364,101.6577759,14,1.01358223,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.977481842,,A14N18,0,0,0,0,133.3429718,25.36375237,17.19199944,4500,36706.26563,39426.34375,175,322,23.61342239,15.2,60.8,2022-10-27T14:00:00+00:00
7.2,,73.59738571,9356,5.933944225,2022-10-28T00:00:00+00:00,,,110,27.77732277,1.1,0.11,84.38510895,7.1,3.2,,20.48427773,118.6903992,8,1.011185646,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.966013908,,A14N18,2,0.64,15.6,1.6,129.3857117,30.13318253,17.20100021,4500,31514.27539,33186.00781,178,298,19.94099808,15.5,70.2,2022-10-28T08:00:00+00:00
6.9,,73.59738571,12929,5.905650616,2022-10-28T00:00:00+00:00,,,100,28.68880081,1.4,0.13,87.10845184,6.8,2.8,,23.98840904,130.7448425,14,1.013748288,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.949551105,,A14N18,1,0.32,7.8,0.8,133.2834778,25.31296349,17.18300056,4500,36905.24609,39505.44922,175,315,23.75403214,16,65.5,2022-10-28T14:00:00+00:00
6.5,,,10821,5.998636723,2022-10-29T00:00:00+00:00,,,80,28.11714935,1,0.08,87.74475861,7.8,4.2,,24.1895237,105.4510193,8,1.014090776,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.87660408,,A14N18,2,0.64,15.6,1.6,134.4341278,25.36119461,17.22800064,4500,37214.65234,39430.32031,170,330,23.97031975,22.9,61.2,2022-10-29T08:00:00+00:00
6.8,,,12544,5.901628494,2022-10-29T00:00:00+00:00,,,80,28.35025597,0.81,0.09,86.7250061,6.9,3.8,,24.30441093,126.4175415,14,1.014113188,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.93439579,,A14N18,1,0.32,7.8,0.8,132.8010101,25.13568687,17.20100021,4500,37391.40234,39784.07422,172,371,24.09871483,22.4,59.3,2022-10-29T14:00:00+00:00
6.1,,,8635,5.894222736,2022-10-30T00:00:00+00:00,,,110,27.75958824,0.85,0.041,85.93093872,6.5,3.8,,24.62792397,104.5092621,8,1.014561296,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.906602859,,A14N18,2,0.64,15.6,1.6,131.7610931,25.07134056,17.19199944,4500,37889.11328,39886.17969,172,310,24.4495163,15.6,47.8,2022-10-30T08:00:00+00:00
5.8,,,13765,5.82537365,2022-10-30T00:00:00+00:00,,,110,28.95078087,0.81,0.052,86.65364838,6.2,4.2,,24.6584301,118.8882904,14,1.014216781,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.926563263,,A14N18,1,0.32,7.8,0.8,132.5057678,24.51058578,17.19199944,4500,37936.04688,40798.69922,173,351,24.49364471,15.8,52.3,2022-10-30T14:00:00+00:00
7.2,,,12311,5.977106094,2022-10-31T00:00:00+00:00,,,80,28.08673286,2.4,0.04,87.44284058,5.3,4.8,,24.29736328,114.3082657,8,1.014188886,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.948181629,,A14N18,0,0,0,0,133.9808044,25.2624836,17.19199944,4500,37380.55859,39584.39063,180,263,24.08864784,20.1,55.4,2022-10-31T08:00:00+00:00
8.1,,,24551,6.000859261,2022-10-31T00:00:00+00:00,,,100,29.94182205,1.87,0.038,91.10394287,6,4,,25.32236481,101.0498047,14,1.014447093,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,8.07307148,,A14N18,1,0.32,7.8,0.8,138.9749908,23.45510864,17.20100021,4500,38957.48438,42634.63672,179,274,25.23485374,22.1,60.1,2022-10-31T14:00:00+00:00
6.6,,,10144,6.024114418,2022-11-01T00:00:00+00:00,,,110,29.38710671,2.1,0.05,80.02560425,4.6,5.1,,25.2413044,123.1702881,8,1.015565038,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.957289219,,A14N18,1,0.32,7.8,0.8,136.2244415,25.22762489,17.19199944,4500,38832.77344,39639.08594,182,271,25.1062355,15.8,74.2,2022-11-01T08:00:00+00:00
6.3,,,12074,5.561979799,2022-11-01T00:00:00+00:00,,,90,26.84618797,2.4,0.11,76.53494914,5.2,4.8,,32.19769747,84.19494994,14,1.02194694,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.618767994,,A14N18,1,0.32,7.8,0.8,142.1876495,26.19467978,17.21179679,4500,42321.79499,,180,301,21.49767997,22.1,65.8,2022-11-01T14:00:00+00:00
7.4,,,8593,6.013810444,2022-11-02T00:00:00+00:00,,,100,28.10359192,1.85,0.04,80.39396668,5.4,6.4,,25.22266006,122.2595215,8,1.015544772,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.954584827,,A14N18,1,0.32,7.8,0.8,136.0173035,25.23848915,17.20999908,4500,38804.08984,39622.02344,185,331,25.08587646,17,70.2,2022-11-02T08:00:00+00:00
6.2,,,26993,6.064905167,2022-11-02T00:00:00+00:00,,,100,29.63295364,1.96,0.11,87.17571259,4.8,5.9,,25.43007469,110.0453415,14,1.015562296,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.936214924,,A14N18,1,0.32,7.8,0.8,133.9958496,24.78718758,17.18300056,4500,39123.19141,40343.42188,184,275,25.32228661,15,66.5,2022-11-02T14:00:00+00:00
6.4,575,54.88812375,6286,6.216310024,2022-11-03T00:00:00+00:00,386,,100,26.14148331,2,0.08,88.49531555,6.2,6.1,,25.23761368,121.49897,8,1.015546322,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.962862968,,A14N18,1,0.32,7.8,0.8,136.162735,25.2056675,17.18300056,4500,38827.09766,39673.61719,184,270,25.10292244,16,65.3,2022-11-03T08:00:00+00:00
7.2,,54.88812375,20411,6.179676794,2022-11-03T00:00:00+00:00,,,90,29.49769148,1.85,0.075,77.49467676,6.8,7.2,,56.49697997,39.49764994,14,1.02643495,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.694848848,,A14N18,1,0.32,7.8,0.8,122.1767977,17.21469316,17.21149768,4500,38211.87565,,186,,21.79976949,16.6,,2022-11-03T14:00:00+00:00
6.8,561,,10241,6.26897192,2022-11-04T00:00:00+00:00,367,1190,80,26.30836296,1.7,0.04,89.44985199,7.2,6.6,,25.1445713,116.2752228,8,1.015420675,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.906952858,,A14N18,1,0.32,7.8,0.8,137.584259,25.22026062,17.20100021,4500,38683.95703,39650.66016,180,301,25.00247383,22.1,55.4,2022-11-04T08:00:00+00:00
7,,,24511,5.972430229,2022-11-04T00:00:00+00:00,,,90,28.00403595,1.2,0.08,87.90206146,6.4,7.2,,25.50120354,115.7816925,14,1.015208364,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.945445061,,A14N18,1,0.32,7.8,0.8,134.7096252,24.10586739,17.22800064,5000,39232.62109,41483.67578,178,325,25.4169445,20.6,62.1,2022-11-04T14:00:00+00:00
6.5,587,,12311,6.195419312,2022-11-05T00:00:00+00:00,371,1280,100,26.76342964,1.4,0.05,89.43927765,7.4,5.6,,25.76937485,120.8266296,8,1.015805483,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.975990295,,A14N18,1,0.32,7.8,0.8,137.4373627,24.40184975,17.19199944,4500,39645.19141,40980.5,180,278,25.69972229,23.6,60.2,2022-11-05T08:00:00+00:00
6.1,,,25132,6.234605312,2022-11-05T00:00:00+00:00,,,80,28.16375923,2.1,0.07,93.76983643,8.4,6.4,,28.54796791,135.8565369,14,1.017709255,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,8.30133152,,A14N18,1,0.32,7.8,0.8,143.6499481,21.47123718,17.19199944,5000,43919.94922,46573.93359,182,315,25.82484245,20.7,66.9,2022-11-05T14:00:00+00:00
6.6,568,,10253,,2022-11-06T00:00:00+00:00,329,1244,,,1.5,0.08,,7.5,6.2,,,,,,,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,,,A14N18,1,0.32,7.8,0.8,,,,5000,,,179,285,,23.1,55.8,2022-11-06T00:00:00+00:00
7.1,,,25131,5.9031353,2022-11-06T00:00:00+00:00,,,80,28.878088,1.8,0.12,88.4436264,8.2,7.6,,26.02556419,115.7220917,14,1.015371084,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.924321651,,A14N18,1,0.32,7.8,0.8,135.2661896,23.25305557,17.19199944,5000,40039.32813,43005.10156,182,340,26.00738335,25.1,68.7,2022-11-06T14:00:00+00:00
7.5,591,,10874,6.003511429,2022-11-07T00:00:00+00:00,392,1198,90,27.04681206,1.4,0.14,87.29180908,6.8,6.4,,26.14468765,109.4183044,8,1.01603353,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.906682968,,A14N18,0,0,0,0,134.0565338,23.92627335,17.19199944,5000,40222.59375,41795.05859,180,301,26.11995506,32.1,60.2,2022-11-07T08:00:00+00:00
8.1,,,24123,5.418761365,2022-11-07T00:00:00+00:00,,,80,29.32188517,1.7,0.1,74.32949816,7.2,6.7,,32.19764958,33.29187617,14,1.023198781,Vụ 2-2022,,A14N18,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A14,7.42118981,,A14N18,0,0,0,0,112.1876498,26.19768213,17.21876199,4500,32851.7865,,177,355,25.19763167,21.2,69.7,2022-11-07T14:00:00+00:00
0.14,,,6225,6.795449257,2022-09-26T00:00:00+00:00,,,60,27.90877342,0,0.009,98.11605072,0.57,4.5,,22.63353729,135.1586456,8,1.012882113,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,8.037370682,,A15N12,0,0,0,0,150.3947754,27.20689392,17.21899986,5000,34820.82813,,137,356,22.26613235,24,106,2022-09-26T08:00:00+00:00
0.26,,,4165,6.271008015,2022-09-26T00:00:00+00:00,,,60,29.11641693,0.9,0.012,92.46244812,0.46,5.9,,22.75091553,119.5684662,14,1.012602806,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,8.175472069,,A15N12,0,0,0,0,141.3324127,26.4877224,17.20999908,5000,35001.40625,,138,361,22.40250397,23,118,2022-09-26T14:00:00+00:00
0.4,,,,6.632129669,2022-09-27T00:00:00+00:00,,,80,26.6414814,0.1,0.013,93.72979736,0.35,3.6,,22.66672516,118.3549118,8,1.013287783,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.87443161,,A15N12,1.235,0.3705,7.79,0.665,144.0674133,27.80465698,17.21899986,5000,34871.88672,35965.19922,148,222,22.29066849,20.1,74.7,2022-09-27T08:00:00+00:00
0.89,,,7115,6.612314701,2022-09-28T00:00:00+00:00,,,60,26.70396805,0,0,92.9193573,0.85,2.75,,21.55682373,120.7700958,8,1.01236856,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.950938225,,A15N12,1.02,0.306,6.8,0.68,142.8029633,29.2024498,17.21899986,4000,33164.34375,34243.70313,147,239,21.08790779,19,69.6,2022-09-28T08:00:00+00:00
1.04,,,7938,6.654967308,2022-09-28T00:00:00+00:00,,,60,27.89231491,0.6,0.011,95.49460602,0.52,3.5,,21.65708351,121.9979477,14,1.012095213,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,8.168577194,,A15N12,0,0,0,0,146.3819733,28.4420433,17.22800064,5000,33318.58984,35159.21875,146,274,21.20609665,18,84.9,2022-09-28T14:00:00+00:00
1.27,,,12551,6.582501411,2022-09-29T00:00:00+00:00,,,80,26.04128838,0.7,0,91.76717377,1.15,3.75,,22.1310463,106.4768982,8,1.013025999,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.998826981,,A15N12,0.27,0.081,1.8,0.18,141.2257843,28.7977581,17.23699951,4000,34047.76172,34724.92578,146,231,21.70259666,32.1,50.9,2022-09-29T08:00:00+00:00
1.61,,,15222,6.472954273,2022-09-29T00:00:00+00:00,,,80,27.04691505,0.8,0.021,91.84650421,0.46,3.3,,22.181633,124.3892822,14,1.012773871,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,8.012467384,,A15N12,0.21,0.063,1.4,0.14,141.0512848,28.20097351,17.21899986,4500,34125.58984,35459.76953,133,252,21.7675705,22.1,73.8,2022-09-29T14:00:00+00:00
2.38,,,3112,6.471045971,2022-09-30T00:00:00+00:00,,,65,26.68391037,0,0,91.18830109,1.38,3.75,,22.07209778,116.8981781,8,1.012791872,Vụ 3-2022,,A15N12,834,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,,A15,7.908529758,,A15N12,0.3,0.09,2,0.2,140.1484833,28.53130341,17.22800064,4500,33957.07422,35049.22266,142,244,21.64535332,18,77.2,2022-09-30T08:00:00+00:00
2.35,,,7913,6.195511341,2022-09-30T00:00:00+00:00,,,60,28.27579308,0.3,0.006,89.76733398,0.35,2.65,,22.188591,134.9917603,14,1.012408257,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.957799911,,A15N12,0.24,0.072,1.6,0.16,137.4831696,27.56938553,17.22800064,4500,34136.29297,36272.11719,146,281,21.78503418,18,84.9,2022-09-30T14:00:00+00:00
2.99,,,12471,6.768728256,2022-10-01T00:00:00+00:00,,,70,27.51558304,0.1,0.001,95.29385376,2.3,2.75,,19.55031013,120.3528595,8,1.010517597,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.02,0,0.09,0,0,,A15,7.8,,A15N12,0.36,0.108,2.4,0.24,146.1965637,31.72332573,17.22800064,4000,30077.39844,31522.54688,146,270,18.9394989,20.7,62.9,2022-10-01T08:00:00+00:00
3.92,,,25748,6.822982788,2022-10-01T00:00:00+00:00,,,70,30.1451931,0.7,0.005,101.7281036,1.36,3.5,,21.76742744,121.3065338,14,1.011476636,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,8.1,,A15N12,0.3,0.09,2,0.2,155.1023865,27.18916512,17.20100021,4000,33488.34766,36779.35547,150,332,21.33815193,19.1,118,2022-10-01T14:00:00+00:00
2.92,,,4029,6.269755363,2022-10-02T00:00:00+00:00,,,60,27.98423576,0,0.003,90.59777832,1.69,3.75,,22.55429077,124.0364227,8,1.012794614,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.884253502,,A15N12,0.42,0.126,2.8,0.28,138.8470154,27.26526451,17.22800064,4500,34698.90625,36676.70313,146,300,22.18045616,17,84,2022-10-02T08:00:00+00:00
2.28,,,26993,6.164105415,2022-10-02T00:00:00+00:00,,,60,30.24364853,2.4,0.027,92.5448761,1.05,3.5,,22.65895081,113.1597748,14,1.012166381,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,8.203065872,,A15N12,0.36,0.108,2.4,0.24,141.0657654,26.07475281,17.22800064,4500,34859.92188,38351.27344,144,301,22.30806732,17,95.9,2022-10-02T14:00:00+00:00
3.8,,,7256,6.086031437,2022-10-03T00:00:00+00:00,,,60,27.95305061,0,0.003,87.81259155,1.46,3.85,,22.39640427,119.7401276,8,1.012675762,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.786787987,,A15N12,0.54,0.162,3.6,0.36,134.5879669,27.47295189,17.23699951,4500,34456.00391,36399.4375,148,238,22.00847435,18,49.1,2022-10-03T08:00:00+00:00
3.44,,,26993,5.791861534,2022-10-03T00:00:00+00:00,,,60,30.32677078,1.4,0.03,87.13954163,1.72,4.2,,22.78284264,116.0327148,14,1.012239933,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.820066452,,A15N12,0.48,0.144,3.2,0.32,132.7983398,25.89558983,17.24600029,4500,35050.52734,38616.61328,150,204,22.44359398,18,40.6,2022-10-03T14:00:00+00:00
5.3,,,2009,5.989758968,2022-10-04T00:00:00+00:00,,,60,28.01113129,0,0.012,86.71235657,2.3,4.25,,22.78464508,114.8430023,8,1.012973905,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.804080009,,A15N12,0.69,0.207,4.6,0.46,132.8842621,26.97649384,17.21899986,4500,35053.30078,37069.30859,150,244,22.4315567,18,74.7,2022-10-04T08:00:00+00:00
5.16,,,11829,5.900260925,2022-10-04T00:00:00+00:00,,,60,29.34480858,1.5,0.021,87.38629913,1.11,3.35,,22.86342049,131.045929,14,1.012621999,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.818726063,,A15N12,0.69,0.207,4.6,0.46,133.4998932,26.25121307,17.20999908,5000,35174.49219,38093.47656,152,193,22.52659607,17,46.6,2022-10-04T14:00:00+00:00
5.56,,,2913,6.171216011,2022-10-05T00:00:00+00:00,,,100,27.55524826,1.4,0.028,89.06389618,1.84,3.35,,23.54340744,119.9070129,8,1.013732076,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.805121899,,A15N12,0.57,0.171,3.8,0.38,136.6268463,26.32383728,17.23699951,4000,36220.625,37988.38281,147,198,23.25638962,19,48.3,2022-10-05T08:00:00+00:00
5.2,,,26993,6.280167103,2022-10-05T00:00:00+00:00,,,100,29.94663048,2.3,0.027,94.26760101,1.3,2.9,,23.43662071,125.6147614,14,1.01289618,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.98682642,,A15N12,0.57,0.171,3.8,0.38,143.7993011,25.34021378,17.24600029,4500,36056.33984,39462.96484,149,215,23.156744,18,48.3,2022-10-05T14:00:00+00:00
4.08,,543.6244767,15411,6.000712395,2022-10-06T00:00:00+00:00,,,80,29.25681114,1.8,0.026,89.15146637,1.49,3.2,,23.62077904,87.72050476,8,1.013267994,Vụ 3-2022,,A15N12,834,0,0,0,0.95,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.23,0,0,0,0,,A15,7.861250401,,A15N12,0.63,0.189,4.2,0.42,136.2255096,25.44901085,17.24600029,4500,36339.66016,39294.25781,145,263,23.35456657,22.1,65.3,2022-10-06T08:00:00+00:00
4.48,,532.2821517,25877,6.04196167,2022-10-06T00:00:00+00:00,,,80,29.41364288,1.8,0.029,89.50788116,1.02,2.85,,22.71659279,84.47563171,14,1.012480617,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.858998775,,A15N12,0.63,0.189,4.2,0.42,136.7181854,26.38885307,17.23699951,4500,34948.60547,37894.78906,151,303,22.36681175,20,78.1,2022-10-06T14:00:00+00:00
6,,,15211,6.128002644,2022-10-07T00:00:00+00:00,,,80,28.07057381,2.3,0.027,89.26571655,1.77,4.6,,23.63881683,110.5729294,8,1.013653278,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.74758482,,A15N12,0.69,0.207,4.6,0.46,136.7788391,25.97383308,17.21899986,4000,36367.41016,38500.28516,150,252,23.36548233,22.6,61.1,2022-10-07T08:00:00+00:00
1.42,,,15844,5.822007179,2022-10-07T00:00:00+00:00,,,70,30.53582191,0,0,88.18483734,1.75,3.3,,23.33492851,118.8770447,14,1.012620926,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.787751675,,A15N12,0.69,0.207,4.6,0.46,134.3193054,25.19162178,17.22800064,4500,35899.89063,39695.73828,155,230,23.04815102,19.8,56.8,2022-10-07T14:00:00+00:00
10.84,,,15411,5.905537605,2022-10-08T00:00:00+00:00,,,80,28.18414497,0,0,86.46820831,1.97,4.25,,24.16687393,111.0116196,8,1.014051557,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.673120975,,A15N12,0.75,0.225,5,0.5,132.4581299,25.35434341,17.21899986,4000,37179.80469,39440.97266,171,303,23.94600677,19.8,71.3,2022-10-08T08:00:00+00:00
9.4,,,15211,5.837512493,2022-10-08T00:00:00+00:00,,,80,28.06167984,1.8,0.01,87.24417114,1.5,3.35,,27.81136131,84.17999268,14,1.017120004,Vụ 3-2022,,A15N12,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A15,7.650287628,,A15N12,0.75,0.225,5,0.5,133.6839905,22.08051872,17.21899986,4500,42786.70703,45288.79297,155,190,24.99459076,28.4,41.5,2022-10-08T14:00:00+00:00
