farm,module_name,Date,Độ mặn,Độ kiềm,pH,Nhiệt độ,TDS,Tuổi tôm,Ngày thả,Season,Loại ao,Giống tôm,Công nghệ nuôi,Mực nước,Vụ nuôi,Time,Độ trong,ao,Độ cứng,Độ màu,area
MPLA,Pond A1N09,2022-09-06,20.03296852,163.0,7.591679096,27.91113472,20.56908226,140,131,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-06,18.15114594,168.0,7.5525527,28.7118187,18.80410194,140,131,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-06,17.82069397,157.0,7.634886265,29.91741753,18.48905563,140,131,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-07,16.62887383,138.0,7.506788254,27.98235512,17.36678123,141,132,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-07,16.76897621,134.0,7.579310894,27.1201992,17.50395966,141,132,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-07,16.7770443,144.0,7.584853172,27.71425819,17.50877953,141,132,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-07,15.18101311,142.0,7.58762455,28.01649475,14.04665565,141,132,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-08,16.49903297,141.0,7.570601463,26.91718102,17.24814224,142,133,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-08,16.5091095,121.0,7.623531342,27.52410126,17.25476837,142,133,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-08,16.45618439,138.0,7.744965076,29.23065948,17.1984024,142,133,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-08,16.44370079,133.0,7.70053196,28.96345329,17.18723869,142,133,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-09,16.12973976,125.0,7.878257275,28.88528824,16.88828468,143,134,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-09,16.10692787,123.0,7.642000675,27.81769371,16.87010193,143,134,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-10,15.95255852,145.0,7.696138859,28.7474041,16.71954155,144,135,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-11,16.07328033,120.0,7.882481575,29.82693481,16.83226585,145,136,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-11,16.07739067,114.0,7.779857635,29.47642326,16.83688736,145,136,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-12,15.55854225,111.0,7.541137218,29.82106018,16.3403511,146,137,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-12,15.01411819,110.0,7.464641571,28.59661102,15.82052517,146,137,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-13,15.62381458,119.0,7.553767681,29.04668427,16.40439796,147,138,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-13,15.40061569,119.0,7.480020046,28.09628296,16.19321632,147,138,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-14,16.33300591,140.0,7.706012249,29.75465012,17.07995033,148,139,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-15,16.49651527,141.0,7.589045048,28.72706032,17.23820877,149,140,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-15,16.75701141,142.0,7.659389019,29.7681179,17.48309326,149,140,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-16,16.90753365,143.0,7.586252213,28.50812531,17.62953758,150,141,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-16,16.9402256,147.0,7.591741085,29.53113937,17.65749359,150,141,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-17,16.98989296,136.0,7.541666985,28.62524986,17.70726585,151,142,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-17,17.39988899,147.0,7.596093178,29.18450356,18.09373856,151,142,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-18,18.04986191,137.0,7.606583595,29.05071831,18.70749855,152,143,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-19,18.27502823,126.0,7.629189491,29.10657883,18.91917419,153,144,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-19,18.97493935,152.0,7.610552311,29.33037758,19.57496834,153,144,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-20,19.22632599,150.0,7.462032318,28.09635162,19.81556892,154,145,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-20,19.48500252,154.0,7.514817238,30.02147293,20.04926682,154,145,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-20,19.2357254,150.0,7.511789799,29.44218445,19.81845284,154,145,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-21,19.50688362,154.0,7.482184887,28.79573822,20.07423973,155,146,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-21,19.49287605,155.0,7.458809376,28.803442,20.06113243,155,146,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-22,19.45786858,150.0,7.492143154,28.6644268,20.02908897,156,147,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-22,19.39702034,149.0,7.528924465,29.12204361,19.97031212,156,147,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-22,19.86629677,150.0,7.360796928,28.64609146,20.40995216,156,147,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-23,20.11525345,151.0,7.451681614,28.82806206,20.64070511,157,148,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-23,20.20581818,152.0,7.502516747,29.16534233,20.72332573,157,148,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-24,20.46035004,158.0,7.427203178,28.67891502,20.96192932,158,149,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,22.5,A15,4605,275,834
MPLA,Pond A1N09,2022-09-24,20.53992081,160.0,7.475606918,29.69937897,21.03113937,158,149,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,22.5,A15,4605,275,834
