farm,Độ mặn,Nhiệt độ,saturated_oxygen,oxygen_component_pressure,redox,external_voltage,module,module_name,Tuổi tôm,Date,pH,Độ kiềm,nitrit_kit,tan,type3,Season,Loại ao,Giống tôm,Công nghệ nuôi,Mực nước,Vụ nuôi,Time,ao,Độ cứng,Độ màu,area,Ngày thả,Tuổi tôm.1,Độ trong,TDS
Farm_Mien_Nam,34.4486351,34.0,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A1,15.0,2024-05-03,8.1,128.0,0.08,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A1,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.4486351,34.0,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A1,15.0,2024-05-03,8.1,128.0,0.08,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A1,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.4486351,34.0,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A1,15.0,2024-05-03,8.1,125.0,0.08,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.4486351,34.0,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A1,15.0,2024-05-03,8.1,125.0,0.08,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A1,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.4486351,34.0,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A1,15.0,2024-05-03,8.1,125.0,0.08,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A1,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.4486351,34.0,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A1,15.0,2024-05-03,8.1,125.0,0.08,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.4486351,34.0,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A1,15.0,2024-05-03,8.1,128.0,0.08,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.4486351,34.0,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A1,15.0,2024-05-03,8.1,128.0,0.08,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.4486351,34.0,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A1,15.0,2024-05-03,8.1,128.0,0.08,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.4486351,34.0,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A1,15.0,2024-05-03,8.1,128.0,0.08,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A1,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.4486351,34.0,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A3,15.0,2024-05-03,8.3,128.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A3,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.4486351,34.0,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A3,15.0,2024-05-03,8.3,128.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A3,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.4486351,34.0,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A3,15.0,2024-05-03,8.3,119.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A3,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.4486351,34.0,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A3,15.0,2024-05-03,8.3,119.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A3,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.4486351,34.0,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A3,15.0,2024-05-03,8.2,128.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A3,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.4486351,34.0,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A3,15.0,2024-05-03,8.2,128.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A3,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.4486351,34.0,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A3,15.0,2024-05-03,8.2,119.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A3,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.4486351,34.0,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A3,15.0,2024-05-03,8.2,119.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A3,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.4486351,33.07257843,100.1608276,151.4975891,115.5900574,17.28199959,Khu_2,2A5,18.0,2024-05-06,8.1,121.0,0.01,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A5,4605,275,834,41,55,22.5,0
Farm_Mien_Nam,34.4486351,33.07257843,100.1608276,151.4975891,115.5900574,17.28199959,Khu_2,2A5,18.0,2024-05-06,8.1,122.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A5,4605,275,834,41,55,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A5,20.0,2024-05-08,8.1,117.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A5,4605,275,834,43,57,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A5,23.0,2024-05-11,8.0,124.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A5,4605,275,834,46,60,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A1,23.0,2024-05-11,8.0,132.0,0.06,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A1,4605,275,834,46,60,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A1,26.0,2024-05-14,8.2,137.0,0.03,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A1,4605,275,834,49,63,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A3,29.0,2024-05-17,8.0,119.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A3,4605,275,834,52,66,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A3,29.0,2024-05-17,8.1,125.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A3,4605,275,834,52,66,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A1,30.0,2024-05-18,7.9,126.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A1,4605,275,834,53,67,22.5,0
Farm_Mien_Nam,38.21407318,31.37589645,91.51007843,139.0758514,-21.40927887,17.14699936,Khu_2,2B7,32.0,2024-05-20,8.1,146.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B7,4605,275,834,18,32,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A1,33.0,2024-05-21,8.1,116.0,0.03,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,56,70,22.5,0
Farm_Mien_Nam,35.15316772,31.23142433,87.88277435,133.6149445,-20.57719803,17.16500092,Khu_2,2A2,33.0,2024-05-21,8.3,94.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A2,4605,275,834,53,67,22.5,0
Farm_Mien_Nam,32.12033463,32.23543549,95.66915894,145.0528717,-24.79482269,17.18300056,Khu_2,2A3,39.0,2024-05-27,8.0,103.0,0.01,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A3,4605,275,834,62,76,22.5,0
Farm_Mien_Nam,32.12033463,32.23543549,95.66915894,145.0528717,-24.79482269,17.18300056,Khu_2,2A3,39.0,2024-05-27,8.0,94.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A3,4605,275,834,62,76,22.5,0
Farm_Mien_Nam,29.81110382,31.31761551,101.4814911,154.2544708,-26.98112106,17.17399979,Khu_2,2B8,40.0,2024-05-28,7.8,90.0,0.02,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B8,4605,275,834,24,38,22.5,0
Farm_Mien_Nam,29.84646797,31.53116798,107.3182144,163.0323944,-16.07347107,17.16500092,Khu_2,2B7,41.0,2024-05-29,8.0,89.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B7,4605,275,834,27,41,22.5,0
Farm_Mien_Nam,30.14163208,31.12039948,97.71190643,148.6029053,-13.1647644,17.16500092,Khu_2,2A3,41.0,2024-05-29,7.8,90.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A3,4605,275,834,64,78,22.5,0
Farm_Mien_Nam,34.4486351,33.26394653,94.32871246,142.5870209,78.21556091,17.28199959,Khu_2,2A3,3.0,2024-04-21,8.3,118.0,0.04,0.2,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A3,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,34.4486351,33.68697357,93.9328537,141.8125153,71.30142212,17.29100037,Khu_2,2A3,3.0,2024-04-21,8.3,118.0,0.04,0.2,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A3,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,34.4486351,35.24813843,92.29170227,138.6485596,113.9711914,17.25499916,Khu_2,2A3,3.0,2024-04-21,8.3,118.0,0.04,0.2,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A3,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,34.4486351,29.60780334,97.80805969,149.3253632,121.0379181,17.26399994,Khu_2,2A5,3.0,2024-04-21,8.3,124.0,0.04,0.4,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A5,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,34.4486351,30.86680603,95.10299683,144.7321167,78.3681488,17.25499916,Khu_2,2A5,3.0,2024-04-21,8.3,124.0,0.04,0.4,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A5,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,34.4486351,32.62940979,97.03712463,146.9578705,86.60073853,17.24600029,Khu_2,2A5,3.0,2024-04-21,8.3,124.0,0.04,0.4,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A5,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,34.4486351,36.92009735,92.32260132,137.90065,86.21450806,17.25499916,Khu_2,2A5,3.0,2024-04-21,8.3,124.0,0.04,0.4,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A5,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,34.4486351,37.29276276,92.47546387,137.9378052,101.1180496,17.25499916,Khu_2,2A5,3.0,2024-04-21,8.3,124.0,0.04,0.4,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A5,4605,275,834,26,40,22.5,0
Farm_Mien_Nam,34.4486351,33.69704437,92.64536285,139.860199,83.64912415,17.26399994,Khu_2,2A1,4.0,2024-04-22,8.1,128.0,0.08,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A1,4605,275,834,27,41,22.5,0
Farm_Mien_Nam,34.4486351,29.64808655,93.87746429,143.3067017,212.5215149,17.28199959,Khu_2,2A1,4.0,2024-04-22,8.1,128.0,0.08,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A1,4605,275,834,27,41,22.5,0
Farm_Mien_Nam,34.4486351,33.69704437,92.64536285,139.860199,83.64912415,17.26399994,Khu_2,2A1,4.0,2024-04-22,8.2,129.0,0.06,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A1,4605,275,834,27,41,22.5,0
Farm_Mien_Nam,34.4486351,29.64808655,93.87746429,143.3067017,212.5215149,17.28199959,Khu_2,2A1,4.0,2024-04-22,8.2,129.0,0.06,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,27,41,22.5,0
Farm_Mien_Nam,34.4486351,31.50134277,95.63032532,145.2845306,152.8358002,17.26399994,Khu_2,2A3,5.0,2024-04-23,8.1,118.0,0.04,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A3,4605,275,834,28,42,22.5,0
Farm_Mien_Nam,34.4486351,31.40061951,96.07621765,146.0056915,131.8287506,17.27300072,Khu_2,2A1,5.0,2024-04-23,8.2,124.0,0.01,0.3,Culture Pond,Dry,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,28,42,22.5,0
Farm_Mien_Nam,31.49379349,31.80171013,105.3844376,159.9763031,-30.63130951,17.10199928,Khu_2,2A2,46.0,2024-06-03,7.9,88.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A2,4605,275,834,66,80,22.5,0
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46.0,2024-06-03,7.9,105.0,0.05,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,69,83,22.5,0
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46.0,2024-06-03,7.9,105.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,69,83,22.5,0
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46.0,2024-06-03,7.9,105.0,0.05,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A1,4605,275,834,69,83,22.5,0
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46.0,2024-06-03,7.9,105.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A1,4605,275,834,69,83,22.5,0
Farm_Mien_Nam,31.49379349,31.80171013,105.3844376,159.9763031,-30.63130951,17.10199928,Khu_2,2A2,46.0,2024-06-03,7.9,86.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A2,4605,275,834,66,80,22.5,0
Farm_Mien_Nam,31.49379349,31.80171013,105.3844376,159.9763031,-30.63130951,17.10199928,Khu_2,2A2,46.0,2024-06-03,7.9,86.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A2,4605,275,834,66,80,22.5,0
Farm_Mien_Nam,31.68203163,31.97627831,108.0860519,163.9981689,-6.219631195,17.11100006,Khu_2,2B7,46.0,2024-06-03,8.0,88.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B7,4605,275,834,32,46,22.5,0
Farm_Mien_Nam,32.53762054,32.45872498,109.617981,166.0968933,-24.39666367,17.16500092,Khu_2,2A3,48.0,2024-06-05,7.9,103.0,0.03,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A3,4605,275,834,71,85,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A4,49.0,2024-06-06,8.1,125.0,0.04,0.2,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A4,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,34.98842621,31.50513649,101.2784424,153.8679504,-23.60749817,17.16500092,Khu_2,2A1,50.0,2024-06-07,7.7,125.0,0.04,0.8,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A1,4605,275,834,73,87,22.5,0
Farm_Mien_Nam,34.65766144,31.78445816,86.38640594,131.1429901,-23.52643585,17.20100021,Khu_2,2B7,50.0,2024-06-07,7.6,110.0,0.04,0.5,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B7,4605,275,834,36,50,22.5,0
Farm_Mien_Nam,34.65766144,31.78445816,86.38640594,131.1429901,-23.52643585,17.20100021,Khu_2,2B7,50.0,2024-06-07,7.8,96.0,0.04,0.5,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B7,4605,275,834,36,50,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2B8,51.0,2024-06-08,7.6,102.0,0.04,0.6,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,35,49,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2B8,54.0,2024-06-11,7.8,117.0,0.02,0.5,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B8,4605,275,834,38,52,22.5,0
Farm_Mien_Nam,35.537117,30.9675045,98.4863739,149.8413849,-29.63948822,17.17399979,Khu_2,2A2,55.0,2024-06-12,7.8,110.0,0.04,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A2,4605,275,834,75,89,22.5,0
Farm_Mien_Nam,35.537117,30.9675045,98.4863739,149.8413849,-29.63948822,17.17399979,Khu_2,2A2,55.0,2024-06-12,7.9,109.0,0.04,0.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A2,4605,275,834,75,89,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2A2,57.0,2024-06-14,7.8,116.0,0.04,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A2,4605,275,834,77,91,22.5,0
Unknown,34.4486351,31.05448532,94.98466492,143.87117,-24.79482269,17.18300056,Khu_2,2B7,57.0,2024-06-14,7.8,116.0,0.04,0.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2B7,4605,275,834,43,57,22.5,0
Farm_Mien_Nam,35.95701218,31.50802422,94.61022949,143.7360992,-31.17490387,17.18300056,Khu_2,2A1,58.0,2024-06-15,7.6,122.0,0.03,0.6,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A1,4605,275,834,81,95,22.5,0
Farm_Mien_Nam,35.95701218,31.50802422,94.61022949,143.7360992,-31.17490387,17.18300056,Khu_2,2A1,58.0,2024-06-15,7.6,133.0,0.03,0.6,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,81,95,22.5,0
Farm_Mien_Nam,35.95701218,31.50802422,94.61022949,143.7360992,-31.17490387,17.18300056,Khu_2,2A1,58.0,2024-06-15,7.7,122.0,0.03,0.6,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,81,95,22.5,0
Farm_Mien_Nam,35.95701218,31.50802422,94.61022949,143.7360992,-31.17490387,17.18300056,Khu_2,2A1,58.0,2024-06-15,7.7,133.0,0.03,0.6,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,81,95,22.5,0
Farm_Mien_Nam,35.52954483,31.14443207,86.34993744,131.3149414,-24.55640411,17.15600014,Khu_2,2A1,60.0,2024-06-17,7.7,119.0,0.01,1.9,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,83,97,22.5,0
Farm_Mien_Nam,35.59667969,30.04235649,82.45194244,125.7450638,-12.38036728,17.13800049,Khu_2,2A4,61.0,2024-06-18,7.7,111.0,0.01,1.5,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A4,4605,275,834,50,64,22.5,0
Farm_Mien_Nam,34.86334229,29.83030319,86.08961487,131.362381,-30.79104996,17.13800049,Khu_2,2A4,61.0,2024-06-18,7.7,111.0,0.01,1.5,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A4,4605,275,834,50,64,22.5,0
Farm_Mien_Nam,36.01322174,29.3378334,81.96123505,125.2141647,-35.27570343,17.09300041,Khu_2,2A3,65.0,2024-06-22,7.8,121.0,0.04,3.9,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A3,4605,275,834,88,102,22.5,0
Farm_Mien_Nam,35.32639313,29.02390671,89.39985657,136.6813354,-40.55667496,17.10199928,Khu_2,2A4,66.0,2024-06-23,7.8,123.0,0.01,2.5,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A4,4605,275,834,55,69,22.5,0
Farm_Mien_Nam,35.4355011,28.98593903,86.18678284,131.7808533,-36.489254,17.13800049,Khu_2,2A3,66.0,2024-06-23,7.7,125.0,0.02,3.1,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A3,4605,275,834,89,103,22.5,0
Farm_Mien_Nam,34.73095322,29.50775528,98.34132385,150.1763306,-25.59114075,17.10199928,Khu_2,2B7,68.0,2024-06-25,7.9,103.0,0.04,0.7,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2B7,4605,275,834,54,68,22.5,0
Farm_Mien_Nam,35.2400589,30.74115181,84.17038727,128.1364441,-35.62617874,17.10199928,Khu_2,2A3,70.0,2024-06-27,7.8,122.0,0.07,3.0,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A3,4605,275,834,93,107,22.5,0
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70.0,2024-06-27,7.9,122.0,0.06,2.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",90.0,Vụ 1,8.0,2A1,4605,275,834,93,107,22.5,0
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70.0,2024-06-27,7.9,122.0,2.22,2.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A1,4605,275,834,93,107,22.5,0
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70.0,2024-06-27,7.9,122.0,0.06,8.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A1,4605,275,834,93,107,22.5,0
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70.0,2024-06-27,7.9,122.0,2.22,8.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,93,107,22.5,0
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70.0,2024-06-27,7.9,156.0,0.06,2.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",85.0,Vụ 1,8.0,2A1,4605,275,834,93,107,22.5,0
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70.0,2024-06-27,7.9,156.0,2.22,2.3,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,93,107,22.5,0
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70.0,2024-06-27,7.9,156.0,0.06,8.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,93,107,22.5,0
Farm_Mien_Nam,34.99217606,30.77061462,86.43276215,131.5704498,-34.11222076,17.11100006,Khu_2,2A1,70.0,2024-06-27,7.9,156.0,2.22,8.4,Culture Pond,Rainy,Rectangle,Vietuc,"two period, grow, exchange water",75.8,Vụ 1,8.0,2A1,4605,275,834,93,107,22.5,0
