farm,salinity_percentage,temperature_Iots,saturated_oxygen,oxygen_component_pressure,redox,external_voltage,module,pond,Tu?i tôm,Date,pH,?? ki?m,nitrit_kit,tan,type3
,,,,,,,Khu_2,2A1,6,2024-04-24,8.2,129,0.09,0.3,Culture Pond
,,,,,,,Khu_2,2A1,6,2024-04-24,8.2,129,0.11,0.3,Culture Pond
,,,,,,,Khu_2,2A1,6,2024-04-24,8.2,129,0.09,0.4,Culture Pond
,,,,,,,Khu_2,2A1,6,2024-04-24,8.2,129,0.11,0.4,Culture Pond
,,,,,,,Khu_2,2A1,6,2024-04-24,8.2,133,0.09,0.3,Culture Pond
Farm_Mien_Nam,,30.39341736,96.60526276,147.2025909,197.4653778,17.24600029,Khu_2,2A3,1,2024-04-19,8.3,126,,0.2,Culture Pond
Farm_Mien_Nam,,30.39341736,96.60526276,147.2025909,197.4653778,17.24600029,Khu_2,2A3,1,2024-04-19,8.2,123,,0.2,Culture Pond
,,,,,,,Khu_2,2A1,2,2024-04-20,8.3,124,0.07,0.3,Culture Pond
,,,,,,,Khu_2,2A1,2,2024-04-20,8.2,135,0.06,0.3,Culture Pond
,,,,,,,Khu_2,2A1,2,2024-04-20,8.2,135,0.06,0.2,Culture Pond
,,,,,,,Khu_2,2A1,2,2024-04-20,8.2,124,0.06,0.3,Culture Pond
,,,,,,,Khu_2,2A1,2,2024-04-20,8.2,124,0.06,0.2,Culture Pond
,,,,,,,Khu_2,2A1,2,2024-04-20,8.3,135,0.06,0.3,Culture Pond
,,,,,,,Khu_2,2A1,2,2024-04-20,8.3,135,0.06,0.2,Culture Pond
,,,,,,,Khu_2,2A1,2,2024-04-20,8.3,124,0.06,0.3,Culture Pond
,,,,,,,Khu_2,2A1,2,2024-04-20,8.3,124,0.06,0.2,Culture Pond
Farm_Mien_Nam,35.0500679,33.18500519,98.19043732,148.4680328,-16.30235291,17.12000084,Khu_2,2B8,37,2024-05-25,8,119,,0.3,Culture Pond
Farm_Mien_Nam,33.95915222,32.5812645,87.77627563,132.9549866,-19.54961395,17.10199928,Khu_2,2A1,38,2024-05-26,8,117,0.04,0.3,Culture Pond
Farm_Mien_Nam,34.84648132,33.00603104,105.3429031,159.3668213,,,Khu_2,2B7,38,2024-05-26,8.1,120,,0.2,Culture Pond
Farm_Mien_Nam,33.12233734,32.35481644,110.4248734,167.3688812,-21.01111984,17.18300056,Khu_2,2A2,39,2024-05-27,8.2,105,0.09,0.3,Culture Pond
,,,,,,,Khu_2,2A1,6,2024-04-24,8.2,133,0.11,0.3,Culture Pond
,,,,,,,Khu_2,2A1,6,2024-04-24,8.2,133,0.09,0.4,Culture Pond
,,,,,,,Khu_2,2A1,6,2024-04-24,8.2,133,0.11,0.4,Culture Pond
Farm_Mien_Nam,,30.02075195,95.05600739,144.978714,130.5770569,17.26399994,Khu_2,2A5,6,2024-04-24,8.2,123,0.03,0.3,Culture Pond
,,,,,,,Khu_2,2A1,7,2024-04-25,8.1,127,0.06,0.3,Culture Pond
,,,,,,,Khu_2,2A1,7,2024-04-25,8.1,124,0.06,0.3,Culture Pond
Farm_Mien_Nam,,32.05530548,97.45893097,147.8411713,117.4211121,17.24600029,Khu_2,2A5,10,2024-04-28,8,156,0.04,0.5,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.1,125,,0.3,Culture Pond
,,,,,,,Khu_2,2A5,-1,2024-04-17,8.2,127,,,Culture Pond
,,,,,,,Khu_2,2A1,-1,2024-04-17,7.8,121,,,Culture Pond
,,,,,,,Khu_2,2A5,-1,2024-04-17,7.8,127,,,Culture Pond
,,,,,,,Khu_2,2A1,-1,2024-04-17,7.9,121,,,Culture Pond
,,,,,,,Khu_2,2A5,-1,2024-04-17,7.9,127,,,Culture Pond
Farm_Mien_Nam,,,,,,,Khu_2,2A1,0,2024-04-18,8.4,128,0.02,0.3,Culture Pond
Farm_Mien_Nam,,,,,,,Khu_2,2A1,0,2024-04-18,8.4,128,0.02,0.3,Culture Pond
Farm_Mien_Nam,,,,,,,Khu_2,2A1,0,2024-04-18,8.4,128,0.02,0.3,Culture Pond
,,,,,,,Khu_2,2A3,0,2024-04-18,8.2,123,,0.3,Culture Pond
Farm_Mien_Nam,29.81895065,31.09400177,94.04772949,143.0403442,-13.82518387,17.17399979,Khu_2,2A1,41,2024-05-29,7.8,94,0.07,0.3,Culture Pond
Farm_Mien_Nam,30.05598259,31.49552917,103.0144577,156.5094604,-21.31867981,17.14699936,Khu_2,2B8,41,2024-05-29,8,95,0.01,0.3,Culture Pond
Farm_Mien_Nam,30.05598259,31.49552917,103.0144577,156.5094604,-21.31867981,17.14699936,Khu_2,2B8,41,2024-05-29,8,116,0.01,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,33,0.07,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,33,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,33,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,33,0.07,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,33,0.05,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,33,0.05,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,33,0.07,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,33,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,33,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,38,0.07,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,38,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,38,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,38,0.07,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,38,0.05,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,38,0.05,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,38,0.07,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,38,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,38,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,99,0.07,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,99,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,99,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,99,0.07,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,99,0.05,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,99,0.05,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,99,0.07,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,99,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,99,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,33,0.07,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,33,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,33,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,33,0.07,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,33,0.05,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,33,0.05,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,33,0.07,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,33,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,33,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,38,0.07,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,38,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,38,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,38,0.07,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,38,0.05,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,38,0.05,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,38,0.07,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,38,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,38,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,99,0.07,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,99,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,99,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,99,0.07,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,99,0.05,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,99,0.05,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,99,0.07,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,99,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.6,99,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,33,0.07,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,33,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,33,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,33,0.07,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,33,0.05,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,33,0.05,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,33,0.07,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,33,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,33,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,38,0.07,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,38,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,38,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,38,0.07,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,38,0.05,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,38,0.05,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,38,0.07,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,38,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,38,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,99,0.07,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,99,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,99,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,99,0.07,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,99,0.05,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,99,0.05,0.3,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,99,0.07,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,99,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,99,0.05,0.1,Culture Pond
Farm_Mien_Nam,29.72670364,30.5050106,85.44033051,130.1493225,-23.63134003,17.21899986,Khu_2,2A1,42,2024-05-30,7.8,105,0.06,0.4,Culture Pond
Farm_Mien_Nam,30.04229736,30.60174179,111.2293549,169.3908691,-20.21957016,17.19199944,Khu_2,2A2,43,2024-05-31,8,89,,0.2,Culture Pond
Farm_Mien_Nam,30.39936829,30.54050636,105.9534683,161.3817596,-28.24473953,17.17399979,Khu_2,2B8,44,2024-06-01,8.1,96,0.03,0.2,Culture Pond
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46,2024-06-03,7.9,106,0.05,0.3,Culture Pond
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46,2024-06-03,7.9,106,0.04,0.3,Culture Pond
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46,2024-06-03,7.9,106,0.05,0.3,Culture Pond
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46,2024-06-03,7.9,106,0.04,0.3,Culture Pond
Farm_Mien_Nam,31.49379349,31.80171013,105.3844376,159.9763031,-30.63130951,17.10199928,Khu_2,2A2,46,2024-06-03,7.9,88,,0.2,Culture Pond
Farm_Mien_Nam,31.49379349,31.80171013,105.3844376,159.9763031,-30.63130951,17.10199928,Khu_2,2A2,46,2024-06-03,7.9,88,,0.2,Culture Pond
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46,2024-06-03,7.9,105,0.05,0.3,Culture Pond
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46,2024-06-03,7.9,105,0.04,0.3,Culture Pond
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46,2024-06-03,7.9,105,0.05,0.3,Culture Pond
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46,2024-06-03,7.9,105,0.04,0.3,Culture Pond
Farm_Mien_Nam,31.49379349,31.80171013,105.3844376,159.9763031,-30.63130951,17.10199928,Khu_2,2A2,46,2024-06-03,7.9,86,,0.2,Culture Pond
Farm_Mien_Nam,31.49379349,31.80171013,105.3844376,159.9763031,-30.63130951,17.10199928,Khu_2,2A2,46,2024-06-03,7.9,86,,0.2,Culture Pond
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46,2024-06-03,7.9,106,0.05,0.3,Culture Pond
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46,2024-06-03,7.9,106,0.04,0.3,Culture Pond
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46,2024-06-03,7.9,106,0.05,0.3,Culture Pond
Farm_Mien_Nam,31.21753502,31.56123352,97.51828766,148.1327209,-33.28729248,17.10199928,Khu_2,2A1,46,2024-06-03,7.9,106,0.04,0.3,Culture Pond
Farm_Mien_Nam,31.49379349,31.80171013,105.3844376,159.9763031,-30.63130951,17.10199928,Khu_2,2A2,46,2024-06-03,7.9,88,,0.2,Culture Pond
Farm_Mien_Nam,,30.02075195,95.05600739,144.978714,130.5770569,17.26399994,Khu_2,2A5,6,2024-04-24,7.9,123,0.03,0.4,Culture Pond
Farm_Mien_Nam,,30.02075195,95.05600739,144.978714,130.5770569,17.26399994,Khu_2,2A5,6,2024-04-24,7.9,123,0.03,0.4,Culture Pond
Farm_Mien_Nam,,30.02075195,95.05600739,144.978714,130.5770569,17.26399994,Khu_2,2A5,6,2024-04-24,7.9,126,0.03,0.4,Culture Pond
Farm_Mien_Nam,,30.02075195,95.05600739,144.978714,130.5770569,17.26399994,Khu_2,2A5,6,2024-04-24,7.9,126,0.03,0.4,Culture Pond
Farm_Mien_Nam,,30.02075195,95.05600739,144.978714,130.5770569,17.26399994,Khu_2,2A5,6,2024-04-24,7.9,123,0.03,0.4,Culture Pond
Farm_Mien_Nam,,30.02075195,95.05600739,144.978714,130.5770569,17.26399994,Khu_2,2A5,6,2024-04-24,7.9,123,0.03,0.4,Culture Pond
,,,,,,,Khu_2,2A5,7,2024-04-25,8.1,123,0.01,0.3,Culture Pond
,,,,,,,Khu_2,2A3,7,2024-04-25,8.1,122,,0.2,Culture Pond
,,,,,,,Khu_2,2A5,7,2024-04-25,8,118,,0.3,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.1,114,0.15,0.2,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.1,114,0.11,0.2,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.1,114,0.15,0.4,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.1,114,0.11,0.4,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.1,114,0.15,0.3,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.1,114,0.11,0.3,Culture Pond
Farm_Mien_Nam,,29.15455627,101.9117203,155.773056,180.8356781,17.26399994,Khu_2,2A5,11,2024-04-29,8,118,0.03,0.4,Culture Pond
Farm_Mien_Nam,,30.21212006,100.848259,153.7388,160.760849,17.29100037,Khu_2,2A5,11,2024-04-29,8,118,0.03,0.4,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.3,114,0.15,0.2,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.3,114,0.11,0.2,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.3,114,0.15,0.4,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.3,114,0.11,0.4,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.3,114,0.15,0.3,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.3,114,0.11,0.3,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.2,114,0.15,0.2,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.2,114,0.11,0.2,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.2,114,0.15,0.4,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.2,114,0.11,0.4,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.2,114,0.15,0.3,Culture Pond
Farm_Mien_Nam,,31.04810333,110.0869751,167.4598236,168.8813782,17.25499916,Khu_2,2A3,11,2024-04-29,8.2,114,0.11,0.3,Culture Pond
,,,,,,,Khu_2,2A3,2,2024-04-20,8.3,120,,0.3,Culture Pond
Farm_Mien_Nam,,29.60780334,97.80805969,149.3253632,121.0379181,17.26399994,Khu_2,2A5,3,2024-04-21,8.3,122,0.03,0.3,Culture Pond
Farm_Mien_Nam,,30.86680603,95.10299683,144.7321167,78.3681488,17.25499916,Khu_2,2A5,3,2024-04-21,8.3,122,0.03,0.3,Culture Pond
Farm_Mien_Nam,,32.62940979,97.03712463,146.9578705,86.60073853,17.24600029,Khu_2,2A5,3,2024-04-21,8.3,122,0.03,0.3,Culture Pond
