,Date,Season,Vụ nuôi,module_name,ao,Ngày thả,Time,Nhiệt độ,pH,Độ mặn,TDS,Độ đục,DO,Độ màu,Độ trong,Độ kiềm,Độ cứng,Amoni,Nitrat,Nitrit,Phosphate (PO43-),Silica,Canxi,Kali,Magie,Loại ao,Công nghệ nuôi,area,Giống tôm,Tuổi tôm,Con/Kg,Mực nước,Thay nước (cm),WQI,unit,size
198,2022-04-08,Dry,Vụ 1-2022,B5,D1N6,1,8,28.5,8.3,33.81,32.91,3.03,6.54,102.0,43.0,166.0,6000.0,2.08,0.0,0.0,1.16,9.0,405.0,406.0,793.0,Circle,Vèo 1,232.0,Vietuc,12.0,,90.0,0.0,0.67,Vụ 1-2022-B5-D1N6,7190.24439019217
200,2022-06-10,Rainy,Vụ 1-2022,B5,D4N9,64,8,29.6,7.59,25.51,25.58,75.74,5.46,298.0,27.0,170.0,6000.0,10.4,0.3,0.45,1.66,2.12,492.0,505.25,820.0,Circle,Nuôi 1,834.0,Vietuc,75.0,,83.0,0.0,0.71,Vụ 1-2022-B5-D4N9,59.43769192606033
202,2022-06-08,Rainy,Vụ 1-2022,B5,D4N9,62,8,29.87,7.52,26.02,26.03,77.08,5.26,307.0,31.0,170.0,6000.0,12.3,0.4,0.64,1.39,3.48,486.25,534.75,980.0,Circle,Nuôi 1,834.0,Vietuc,73.0,,94.0,10.0,0.71,Vụ 1-2022-B5-D4N9,62.665770274496836
204,2022-06-06,Rainy,Vụ 1-2022,B5,D4N9,60,8,29.89,7.57,23.39,25.67,46.29,5.79,293.0,30.0,165.0,6000.0,4.44,0.3,0.24,1.79,2.32,326.75,260.0,520.0,Circle,Nuôi 1,834.0,Vietuc,71.0,,90.0,0.0,0.7,Vụ 1-2022-B5-D4N9,66.59256278295142
206,2022-06-04,Rainy,Vụ 1-2022,B5,D4N9,58,8,30.34,7.5,23.0,25.6,43.62,5.61,263.0,30.0,165.0,6500.0,4.48,0.1,0.41,1.83,2.12,384.0,329.25,670.0,Circle,Nuôi 1,834.0,Vietuc,69.0,68.03,90.0,0.0,0.73,Vụ 1-2022-B5-D4N9,71.369305395758
208,2022-06-02,Rainy,Vụ 1-2022,B5,D4N9,56,8,29.83,7.5,26.16,27.26,80.01,5.15,301.0,29.0,169.0,6500.0,11.0,0.1,0.52,1.64,2.12,420.0,450.0,898.0,Circle,Nuôi 1,834.0,Vietuc,67.0,,120.0,0.0,0.71,Vụ 1-2022-B5-D4N9,77.17996891818142
210,2022-05-31,Rainy,Vụ 1-2022,B5,D4N9,54,8,30.08,7.5,27.67,27.51,71.53,5.25,401.0,30.0,168.0,6000.0,10.5,0.7,0.1,1.33,2.52,357.4,342.8,1036.0,Circle,Nuôi 1,834.0,Vietuc,65.0,,93.0,0.0,0.68,Vụ 1-2022-B5-D4N9,84.24834444260256
212,2022-05-29,Rainy,Vụ 1-2022,B5,D4N9,52,8,28.99,7.49,27.84,27.66,42.89,5.7,401.0,32.0,173.0,6000.0,2.08,0.0,0.0,2.03,3.32,310.0,260.0,723.0,Circle,Nuôi 1,834.0,Vietuc,63.0,,118.0,10.0,0.68,Vụ 1-2022-B5-D4N9,92.84666240774243
214,2022-05-27,Rainy,Vụ 1-2022,B5,D4N9,50,8,28.89,7.85,28.83,28.51,53.44,5.32,212.0,30.0,170.0,6000.0,2.2,0.01,0.02,2.01,2.92,349.25,302.0,1062.0,Circle,Nuôi 1,834.0,Vietuc,61.0,97.09,116.0,15.0,0.68,Vụ 1-2022-B5-D4N9,103.30607724418061
215,2022-05-26,Rainy,Vụ 1-2022,B5,D4N9,49,8,30.24,7.51,30.52,30.03,28.54,5.47,301.0,27.0,166.0,5000.0,2.52,0.0,0.0,1.57,2.72,525.0,480.0,988.0,Circle,Nuôi 1,834.0,Vietuc,60.0,,101.0,15.0,0.67,Vụ 1-2022-B5-D4N9,109.35637831432405
217,2022-05-24,Rainy,Vụ 1-2022,B5,D4N9,47,8,29.5,7.44,30.54,30.05,35.72,5.2,347.0,33.0,165.0,5000.0,3.6,0.0,0.0,1.38,1.6,506.2,509.0,1050.0,Circle,Nuôi 1,834.0,Vietuc,58.0,,91.0,0.0,0.67,Vụ 1-2022-B5-D4N9,123.38930377741465
219,2022-05-22,Rainy,Vụ 1-2022,B5,D4N9,45,8,30.12,7.56,30.96,30.41,38.16,5.67,321.0,31.0,166.0,5500.0,3.48,0.0,0.0,1.22,2.2,340.0,310.0,602.0,Circle,Nuôi 1,834.0,Vietuc,56.0,,92.0,0.0,0.65,Vụ 1-2022-B5-D4N9,140.45964118321362
221,2022-05-20,Rainy,Vụ 1-2022,B5,D4N9,43,8,30.47,7.52,30.67,30.16,35.91,5.26,290.0,33.0,165.0,5000.0,2.8,0.0,0.0,1.85,2.08,357.4,342.8,1036.0,Circle,Nuôi 1,834.0,Vietuc,54.0,135.14,106.0,0.0,0.65,Vụ 1-2022-B5-D4N9,161.22483514895166
223,2022-05-18,Rainy,Vụ 1-2022,B5,D4N9,41,8,30.04,7.62,30.47,29.98,30.48,5.93,484.0,33.0,157.0,5000.0,2.32,0.0,0.0,0.44,1.6,328.0,284.0,688.0,Circle,Nuôi 1,834.0,Vietuc,52.0,,83.0,0.0,0.64,Vụ 1-2022-B5-D4N9,186.4846334871055
224,2022-05-17,Rainy,Vụ 1-2022,B5,D4N9,40,8,30.6,7.62,30.74,30.21,67.72,5.96,407.0,26.0,157.0,5500.0,3.84,0.0,0.0,0.4,1.32,319.25,374.25,764.0,Circle,Nuôi 1,834.0,Vietuc,51.0,,72.0,45.0,0.65,Vụ 1-2022-B5-D4N9,201.09629076495978
225,2022-05-16,Rainy,Vụ 1-2022,B5,D4N9,39,8,31.66,7.63,28.26,28.02,74.5,5.88,307.0,26.0,162.0,5500.0,4.12,0.0,0.0,0.92,1.12,410.0,360.0,723.0,Circle,Nuôi 1,834.0,Vietuc,50.0,,83.0,30.0,0.68,Vụ 1-2022-B5-D4N9,217.21188858219244
226,2022-05-15,Rainy,Vụ 1-2022,B5,D4N9,38,8,31.45,7.68,30.54,30.03,72.97,6.06,534.0,28.0,173.0,5500.0,5.72,0.0,0.0,0.28,1.2,279.75,338.75,690.0,Circle,Nuôi 1,834.0,Vietuc,49.0,,83.0,0.0,0.65,Vụ 1-2022-B5-D4N9,234.98622369477545
227,2022-05-14,Rainy,Vụ 1-2022,B5,D4N9,37,8,29.72,7.72,30.49,29.99,52.54,5.88,392.0,35.0,167.0,6000.0,4.48,0.0,0.0,0.8,1.08,519.25,574.25,705.0,Circle,Nuôi 1,834.0,Vietuc,48.0,,83.0,0.0,0.7,Vụ 1-2022-B5-D4N9,254.590025693146
228,2022-05-13,Rainy,Vụ 1-2022,B5,D4N9,36,8,31.42,7.56,30.38,29.9,48.75,5.51,347.0,35.0,162.0,5500.0,0.68,0.0,0.0,0.84,1.88,506.2,509.0,1018.0,Circle,Nuôi 1,834.0,Vietuc,47.0,,105.0,0.0,0.69,Vụ 1-2022-B5-D4N9,276.211596928137
229,2022-05-12,Rainy,Vụ 1-2022,B5,D4N9,35,8,31.38,7.74,29.55,29.17,31.2,6.03,402.0,35.0,160.0,5000.0,3.72,0.0,0.0,0.68,0.48,431.75,393.75,709.0,Circle,Nuôi 1,834.0,Vietuc,46.0,,86.0,0.0,0.67,Vụ 1-2022-B5-D4N9,300.05862123029283
230,2022-05-11,Rainy,Vụ 1-2022,B5,D4N9,34,8,28.82,7.9,30.51,30.01,32.03,6.07,193.0,35.0,173.0,5500.0,5.55,0.0,0.0,1.35,1.55,405.0,460.0,723.0,Circle,Nuôi 1,834.0,Vietuc,45.0,270.27,89.0,0.0,0.68,Vụ 1-2022-B5-D4N9,326.3601587960406
231,2022-05-10,Rainy,Vụ 1-2022,B5,D4N9,33,8,29.63,7.9,30.33,29.86,32.85,6.03,250.0,33.0,163.0,5500.0,4.52,0.0,0.0,0.28,1.05,319.25,374.25,764.0,Circle,Nuôi 1,834.0,Vietuc,44.0,,84.0,0.0,0.67,Vụ 1-2022-B5-D4N9,355.36884640239765
232,2022-05-09,Rainy,Vụ 1-2022,B5,D4N9,32,8,29.3,7.88,30.44,29.97,28.62,6.04,193.0,35.0,173.0,5500.0,5.55,0.0,0.0,1.35,1.55,340.0,310.0,602.0,Circle,Nuôi 1,834.0,Vietuc,43.0,,87.0,0.0,0.67,Vụ 1-2022-B5-D4N9,387.36332408415507
233,2022-05-08,Rainy,Vụ 1-2022,B5,D4N9,31,8,28.82,7.86,30.51,30.03,48.22,6.09,343.0,33.0,165.0,5000.0,4.48,0.0,0.01,0.69,1.84,319.25,274.25,764.0,Circle,Nuôi 1,834.0,Vietuc,42.0,,89.0,0.0,0.65,Vụ 1-2022-B5-D4N9,422.65091158274043
234,2022-05-07,Rainy,Vụ 1-2022,B5,D4N9,30,8,29.89,8.02,30.51,30.01,32.03,6.07,158.0,36.0,157.0,5500.0,4.48,0.0,0.0,5.24,1.48,357.4,342.8,1036.0,Circle,Nuôi 1,834.0,Vietuc,41.0,,95.0,25.0,0.68,Vụ 1-2022-B5-D4N9,461.5705602751248
235,2022-05-06,Rainy,Vụ 1-2022,B5,D4N9,29,8,29.9,7.89,30.24,29.8,27.21,5.89,158.0,38.0,163.0,4500.0,4.68,0.0,0.0,4.48,2.92,328.0,284.0,688.0,Circle,Nuôi 1,834.0,Vietuc,40.0,,82.0,0.0,0.65,Vụ 1-2022-B5-D4N9,504.49610893722416
236,2022-05-05,Rainy,Vụ 1-2022,B5,D4N9,28,8,30.26,7.87,30.87,30.33,34.87,5.91,158.0,40.0,158.0,5000.0,4.4,0.0,0.0,7.24,1.24,420.0,450.0,898.0,Circle,Nuôi 1,834.0,Vietuc,39.0,,89.0,0.0,0.67,Vụ 1-2022-B5-D4N9,551.8398746147087
237,2022-05-04,Rainy,Vụ 1-2022,B5,D4N9,27,8,30.67,7.88,31.19,30.61,30.86,5.96,173.0,40.0,161.0,5000.0,4.28,0.0,0.0,5.2,0.92,442.75,331.0,890.0,Circle,Nuôi 1,834.0,Vietuc,38.0,,93.0,0.0,0.67,Vụ 1-2022-B5-D4N9,604.0566130929661
238,2022-05-03,Rainy,Vụ 1-2022,B5,D4N9,26,8,30.02,7.95,31.27,30.68,20.11,6.13,168.0,42.0,178.0,6500.0,2.28,0.0,0.0,1.75,0.84,357.4,342.8,736.0,Circle,Nuôi 1,834.0,Vietuc,37.0,,90.0,0.0,0.7,Vụ 1-2022-B5-D4N9,661.6478870081174
239,2022-05-02,Rainy,Vụ 1-2022,B5,D4N9,25,8,29.27,8.01,30.97,30.63,22.76,5.96,117.0,40.0,163.0,5000.0,2.48,0.0,0.0,2.1,0.68,391.25,329.0,690.0,Circle,Nuôi 1,834.0,Vietuc,36.0,,87.0,0.0,0.67,Vụ 1-2022-B5-D4N9,725.166883556533
240,2022-05-01,Rainy,Vụ 1-2022,B5,D4N9,24,8,29.63,8.0,30.95,30.41,22.14,5.95,97.0,42.0,151.0,5500.0,2.32,0.0,0.0,1.15,0.82,486.25,434.75,980.0,Circle,Nuôi 1,834.0,Vietuc,35.0,,88.0,25.0,0.7,Vụ 1-2022-B5-D4N9,795.2237280788798
241,2022-04-30,Dry,Vụ 1-2022,B5,D4N9,23,8,29.38,7.98,31.96,31.29,26.98,6.12,211.0,32.0,156.0,6000.0,0.8,0.0,0.0,9.6,0.79,442.75,331.0,890.0,Circle,Nuôi 1,834.0,Vietuc,34.0,,87.0,20.0,0.69,Vụ 1-2022-B5-D4N9,872.4913445577919
242,2022-04-29,Dry,Vụ 1-2022,B5,D4N9,22,8,30.02,7.95,31.27,30.68,20.11,6.13,168.0,42.0,163.0,5000.0,3.24,0.0,0.0,2.8,1.48,431.75,393.75,709.0,Circle,Nuôi 1,834.0,Vietuc,33.0,,90.0,0.0,0.67,Vụ 1-2022-B5-D4N9,957.7119193215862
243,2022-04-28,Dry,Vụ 1-2022,B5,D4N9,21,8,31.7,8.17,33.52,32.63,26.86,6.17,161.0,38.0,258.0,5500.0,10.6,0.0,0.0,5.5,3.72,486.25,534.75,980.0,Circle,Nuôi 1,834.0,Vietuc,32.0,,86.0,0.0,0.72,Vụ 1-2022-B5-D4N9,1051.7040300404874
244,2022-04-27,Dry,Vụ 1-2022,B5,D4N9,20,8,31.34,8.14,33.24,32.38,20.89,6.11,131.0,42.0,169.0,5500.0,0.44,0.0,0.0,9.3,3.44,609.25,594.25,1200.0,Circle,Nuôi 1,834.0,Vietuc,31.0,,76.0,0.0,0.71,Vụ 1-2022-B5-D4N9,1155.3705084922087
245,2022-04-26,Dry,Vụ 1-2022,B5,D4N9,19,8,30.19,8.36,32.95,32.14,8.42,6.31,95.0,44.0,159.0,6000.0,2.0,0.0,0.0,7.12,2.0,486.25,434.75,980.0,Circle,Nuôi 1,834.0,Vietuc,30.0,,73.0,15.0,0.69,Vụ 1-2022-B5-D4N9,1269.7071126219007
246,2022-04-25,Dry,Vụ 1-2022,B5,D4N9,18,8,31.71,8.05,30.4,29.91,56.58,6.05,425.0,45.0,168.0,5000.0,8.84,0.0,0.0,24.1,2.0,442.75,331.0,890.0,Circle,Nuôi 1,834.0,Vietuc,29.0,,99.0,0.0,0.66,Vụ 1-2022-B5-D4N9,1395.8120911950675
247,2022-04-24,Dry,Vụ 1-2022,B5,D4N9,17,8,32.69,8.29,33.32,32.44,11.67,5.85,370.0,26.0,180.0,6000.0,6.88,0.0,0.03,9.36,2.34,420.0,450.0,898.0,Circle,Vèo 1,232.0,Vietuc,28.0,,73.0,25.0,0.67,Vụ 1-2022-B5-D4N9,1534.8967329157585
248,2022-04-23,Dry,Vụ 1-2022,B5,D4N9,16,8,30.02,7.92,30.49,30.0,60.74,5.93,209.0,25.0,181.0,5000.0,6.2,0.0,0.06,6.72,2.92,310.0,260.0,723.0,Circle,Vèo 1,232.0,Vietuc,27.0,,97.0,15.0,0.65,Vụ 1-2022-B5-D4N9,1688.2970013385418
249,2022-04-22,Dry,Vụ 1-2022,B5,D4N9,15,8,29.46,8.03,30.03,29.6,49.94,6.11,404.0,30.0,159.0,5000.0,3.12,0.0,0.0,2.84,4.32,319.25,274.25,764.0,Circle,Vèo 1,232.0,Vietuc,26.0,,94.0,20.0,0.64,Vụ 1-2022-B5-D4N9,1857.4863673322225
250,2022-04-21,Dry,Vụ 1-2022,B5,D4N9,14,8,29.06,8.06,29.42,29.07,38.11,6.19,425.0,33.0,159.0,5000.0,5.96,0.0,0.0,2.52,1.64,506.2,509.0,1050.0,Circle,Vèo 1,232.0,Vietuc,25.0,,93.0,0.0,0.69,Vụ 1-2022-B5-D4N9,2044.089962356259
251,2022-04-20,Dry,Vụ 1-2022,B5,D4N9,13,8,28.9,8.06,29.19,28.86,33.65,6.26,332.0,28.0,173.0,4500.0,1.08,0.0,0.0,2.6,2.65,319.25,374.25,764.0,Circle,Vèo 1,232.0,Vietuc,24.0,,88.0,0.0,0.66,Vụ 1-2022-B5-D4N9,2249.900188497749
252,2022-04-19,Dry,Vụ 1-2022,B5,D4N9,12,8,28.96,8.12,29.0,28.69,32.98,6.25,292.0,29.0,173.0,4500.0,1.84,0.0,0.0,2.6,2.65,506.2,509.0,1050.0,Circle,Vèo 1,232.0,Vietuc,23.0,,95.0,0.0,0.69,Vụ 1-2022-B5-D4N9,2476.893935209622
253,2022-04-18,Dry,Vụ 1-2022,B5,D4N9,11,8,29.3,8.16,28.95,28.65,36.14,6.19,212.0,31.0,175.0,5500.0,1.24,0.0,0.0,2.52,0.6,319.25,274.25,764.0,Circle,Vèo 1,232.0,Vietuc,22.0,,95.0,30.0,0.68,Vụ 1-2022-B5-D4N9,2727.2515681236987
254,2022-04-17,Dry,Vụ 1-2022,B5,D4N9,10,8,29.71,8.14,28.82,28.53,25.87,6.22,327.0,33.0,153.0,6000.0,1.4,0.0,0.0,4.12,1.5,319.25,374.25,764.0,Circle,Vèo 1,232.0,Vietuc,21.0,,92.0,0.0,0.69,Vụ 1-2022-B5-D4N9,3003.3778723337396
255,2022-04-16,Dry,Vụ 1-2022,B5,D4N9,9,8,29.75,8.14,29.16,28.83,31.29,6.2,169.0,33.0,163.0,5500.0,1.5,0.0,0.0,4.34,2.35,496.2,510.0,1050.0,Circle,Vèo 1,232.0,Vietuc,20.0,,91.0,0.0,0.71,Vụ 1-2022-B5-D4N9,3307.9251513170934
256,2022-04-15,Dry,Vụ 1-2022,B5,D4N9,8,8,29.11,7.93,29.85,29.44,22.65,6.15,383.0,33.0,159.0,5000.0,0.24,0.0,0.0,2.07,0.85,420.0,450.0,898.0,Circle,Vèo 1,232.0,Vietuc,19.0,,88.0,0.0,0.68,Vụ 1-2022-B5-D4N9,3643.8187033693234
257,2022-04-14,Dry,Vụ 1-2022,B5,D4N9,7,8,29.78,8.15,29.69,29.29,24.41,6.37,242.0,43.0,134.0,5000.0,0.0,0.0,0.0,2.19,1.25,310.0,260.0,723.0,Circle,Vèo 1,232.0,Vietuc,18.0,,88.0,0.0,0.66,Vụ 1-2022-B5-D4N9,4014.284920263125
258,2022-04-13,Dry,Vụ 1-2022,B5,D4N9,6,8,29.51,8.2,29.78,29.38,28.61,6.37,270.0,41.0,142.0,4500.0,0.04,0.0,0.0,2.15,3.7,519.25,574.25,1105.0,Circle,Vèo 1,232.0,Vietuc,17.0,,87.0,15.0,0.69,Vụ 1-2022-B5-D4N9,4422.882278030397
259,2022-04-12,Dry,Vụ 1-2022,B5,D4N9,5,8,28.39,8.25,31.16,30.6,23.47,6.5,166.0,36.0,168.0,5500.0,0.52,0.0,0.0,2.4,0.5,506.2,509.0,1050.0,Circle,Vèo 1,232.0,Vietuc,16.0,,75.0,0.0,0.71,Vụ 1-2022-B5-D4N9,4873.535517546309
260,2022-04-11,Dry,Vụ 1-2022,B5,D4N9,4,8,29.57,8.1,27.81,31.97,29.44,6.44,166.0,35.0,175.0,6500.0,0.32,0.0,0.0,1.92,0.4,319.25,374.25,764.0,Circle,Vèo 1,232.0,Vietuc,15.0,,90.0,0.0,0.72,Vụ 1-2022-B5-D4N9,5370.5733432335255
261,2022-04-10,Dry,Vụ 1-2022,B5,D4N9,3,8,27.84,8.34,32.55,31.82,37.09,6.58,335.0,40.0,158.0,6500.0,1.28,0.0,0.0,1.24,0.8,506.2,509.0,1050.0,Circle,Vèo 1,232.0,Vietuc,14.0,,90.0,0.0,0.71,Vụ 1-2022-B5-D4N9,5918.770001997702
262,2022-04-09,Dry,Vụ 1-2022,B5,D4N9,2,8,28.39,8.0,34.0,33.07,17.09,6.5,166.0,45.0,167.0,6500.0,0.64,0.0,0.0,2.41,9.75,340.0,310.0,602.0,Circle,Vèo 1,232.0,Vietuc,13.0,,90.0,0.0,0.66,Vụ 1-2022-B5-D4N9,6523.391141776555
263,2022-04-08,Dry,Vụ 1-2022,B5,D4N9,1,8,28.39,8.0,34.0,33.07,17.09,6.5,166.0,45.0,167.0,6500.0,0.64,0.0,0.0,2.41,9.75,420.0,450.0,898.0,Circle,Vèo 1,232.0,Vietuc,12.0,,90.0,0.0,0.68,Vụ 1-2022-B5-D4N9,7190.24439019217
264,2021-11-08,Dry,Vụ 2-2021,A13,D5N9,74,8,29.84,8.77,34.56,33.54,66.14,7.21,129.0,24.0,150.0,4505.0,2.5,3.3,1.0,1.43,0.19,250.0,260.0,543.0,Circle,Nuôi 1,834.0,MPNT,85.0,85.0,100.0,0.0,0.56,Vụ 2-2021-A13-D5N9,50.12299450222194
265,2021-11-07,Dry,Vụ 2-2021,A13,D5N9,73,8,28.49,8.51,31.95,16.66,86.01,6.72,92.0,19.0,145.0,4321.0,2.5,8.6,1.06,1.0,0.08,285.0,300.0,796.0,Circle,Nuôi 1,834.0,MPNT,84.0,,100.0,0.0,0.6,Vụ 2-2021-A13-D5N9,50.69929679017571
266,2021-11-06,Dry,Vụ 2-2021,A13,D5N9,72,8,27.61,8.44,33.75,32.74,112.96,6.89,99.0,21.0,140.0,4560.0,3.2,2.95,0.8,1.0,0.13,260.0,310.0,564.0,Circle,Nuôi 1,834.0,MPNT,83.0,,100.0,15.0,0.59,Vụ 2-2021-A13-D5N9,51.33491639972472
267,2021-11-05,Dry,Vụ 2-2021,A13,D5N9,71,8,27.84,8.43,33.53,32.67,79.09,7.01,108.0,27.0,151.0,5430.0,3.2,2.95,0.8,1.43,0.11,260.0,310.0,564.0,Circle,Nuôi 1,834.0,MPNT,82.0,,100.0,0.0,0.62,Vụ 2-2021-A13-D5N9,52.03595871117858
268,2021-11-04,Dry,Vụ 2-2021,A13,D5N9,70,8,27.97,8.58,31.08,30.54,83.82,7.18,105.0,27.0,142.0,5430.0,3.5,0.2,1.08,1.12,1.05,280.0,290.0,713.0,Circle,Nuôi 1,834.0,MPNT,81.0,,100.0,0.0,0.63,Vụ 2-2021-A13-D5N9,52.80915751603807
269,2021-11-03,Dry,Vụ 2-2021,A13,D5N9,69,8,25.96,8.19,31.89,31.28,9.87,6.98,119.0,23.0,150.0,5021.0,2.0,6.2,1.54,1.23,0.07,260.0,310.0,564.0,Circle,Nuôi 1,834.0,MPNT,80.0,,100.0,25.0,0.61,Vụ 2-2021-A13-D5N9,53.661939697753084
270,2021-11-02,Dry,Vụ 2-2021,A13,D5N9,68,8,27.54,8.48,30.62,30.14,67.04,6.94,146.0,32.0,157.0,4321.0,0.5,7.1,1.98,1.0,0.08,290.0,320.0,754.0,Circle,Nuôi 1,834.0,MPNT,79.0,,100.0,0.0,0.62,Vụ 2-2021-A13-D5N9,54.60249656990547
271,2021-11-01,Dry,Vụ 2-2021,A13,D5N9,67,8,27.86,8.45,32.74,31.98,97.77,7.05,129.0,24.0,140.0,5002.0,0.1,2.5,2.02,0.98,0.07,260.0,290.0,814.0,Circle,Nuôi 1,834.0,MPNT,78.0,,100.0,0.0,0.61,Vụ 2-2021-A13-D5N9,55.639862557048865
272,2021-10-31,Rainy,Vụ 2-2021,A13,D5N9,66,8,27.54,8.48,30.62,30.14,67.04,6.94,140.0,27.0,175.0,4500.0,3.6,1.1,2.18,0.22,0.11,260.0,290.0,654.0,Circle,Nuôi 1,834.0,MPNT,77.0,120.0,100.0,0.0,0.63,Vụ 2-2021-A13-D5N9,56.784001973966156
273,2021-10-30,Rainy,Vụ 2-2021,A13,D5N9,65,8,27.55,8.52,24.69,27.43,115.25,6.93,109.0,22.0,206.0,4375.0,6.4,5.3,2.84,15.5,0.09,260.0,290.0,814.0,Circle,Nuôi 1,834.0,MPNT,76.0,,100.0,40.0,0.67,Vụ 2-2021-A13-D5N9,58.045904736894215
274,2021-10-29,Rainy,Vụ 2-2021,A13,D5N9,64,8,27.74,8.59,32.65,27.51,62.62,6.66,108.0,27.0,202.0,6250.0,5.0,11.7,2.6,5.25,0.22,310.0,290.0,899.0,Circle,Nuôi 1,834.0,MPNT,75.0,,100.0,0.0,0.64,Vụ 2-2021-A13-D5N9,59.43769192606033
275,2021-10-28,Rainy,Vụ 2-2021,A13,D5N9,63,8,26.0,8.54,24.69,26.44,62.9,6.71,145.0,30.0,219.0,4500.0,6.9,3.3,1.48,15.6,0.02,240.0,260.0,713.0,Circle,Nuôi 1,834.0,MPNT,74.0,150.0,100.0,15.0,0.61,Vụ 2-2021-A13-D5N9,60.972732213500706
276,2021-10-27,Rainy,Vụ 2-2021,A13,D5N9,62,8,26.85,8.45,23.75,26.41,66.44,6.42,123.0,27.0,213.0,4375.0,6.34,8.9,2.14,40.2,0.02,240.0,260.0,559.0,Circle,Nuôi 1,834.0,MPNT,73.0,,100.0,0.0,0.61,Vụ 2-2021-A13-D5N9,62.665770274496836
277,2021-10-26,Rainy,Vụ 2-2021,A13,D5N9,61,8,27.46,8.39,25.02,25.92,74.37,6.3,129.0,24.0,210.0,4375.0,6.4,0.3,1.56,3.8,0.04,310.0,260.0,723.0,Circle,Nuôi 1,834.0,MPNT,72.0,,100.0,0.0,0.64,Vụ 2-2021-A13-D5N9,64.53306841607272
278,2021-10-25,Rainy,Vụ 2-2021,A13,D5N9,60,8,26.8,8.39,23.02,25.75,97.3,6.63,126.0,23.0,167.0,4000.0,6.5,0.0,1.15,1.8,1.38,320.0,350.0,898.0,Circle,Nuôi 1,834.0,MPNT,71.0,,100.0,10.0,0.67,Vụ 2-2021-A13-D5N9,66.59256278295142
279,2021-10-24,Rainy,Vụ 2-2021,A13,D5N9,59,8,28.39,8.33,25.02,25.33,111.89,6.03,82.0,15.0,174.0,4800.0,7.9,0.0,1.1,1.3,0.6,220.0,250.0,598.0,Circle,Nuôi 1,834.0,MPNT,70.0,,100.0,10.0,0.67,Vụ 2-2021-A13-D5N9,68.86403564139141
280,2021-10-23,Rainy,Vụ 2-2021,A13,D5N9,58,8,28.17,8.32,23.41,24.92,113.82,6.12,119.0,15.0,171.0,5000.0,7.1,0.0,0.98,2.4,2.0,240.0,250.0,802.0,Circle,Nuôi 1,834.0,MPNT,69.0,,100.0,0.0,0.69,Vụ 2-2021-A13-D5N9,71.369305395758
281,2021-10-22,Rainy,Vụ 2-2021,A13,D5N9,57,8,27.62,8.37,24.3,24.47,115.1,6.48,105.0,20.5,191.0,4800.0,7.6,0.0,0.76,2.0,0.3,240.0,260.0,559.0,Circle,Nuôi 1,834.0,MPNT,68.0,,100.0,15.0,0.68,Vụ 2-2021-A13-D5N9,74.13243616301475
282,2021-10-21,Rainy,Vụ 2-2021,A13,D5N9,56,8,27.87,8.46,24.09,24.3,90.87,6.56,111.0,24.0,178.0,4400.0,6.15,0.0,0.54,13.0,0.19,310.0,260.0,723.0,Circle,Nuôi 1,834.0,MPNT,67.0,,100.0,20.0,0.68,Vụ 2-2021-A13-D5N9,77.17996891818142
283,2021-10-20,Rainy,Vụ 2-2021,A13,D5N9,55,8,28.49,8.45,23.98,24.19,104.39,6.66,116.0,15.0,150.0,4000.0,2.0,0.0,0.5,13.0,1.23,220.0,250.0,498.0,Circle,Nuôi 1,834.0,MPNT,66.0,,100.0,0.0,0.65,Vụ 2-2021-A13-D5N9,80.54117643100378
284,2021-10-19,Rainy,Vụ 2-2021,A13,D5N9,54,8,28.09,8.3,23.41,24.58,86.56,6.32,115.0,21.0,160.0,4400.0,2.5,0.0,0.5,13.0,1.23,310.0,260.0,723.0,Circle,Nuôi 1,834.0,MPNT,65.0,,100.0,35.0,0.69,Vụ 2-2021-A13-D5N9,84.24834444260256
285,2021-10-18,Rainy,Vụ 2-2021,A13,D5N9,53,8,27.63,8.51,24.3,24.5,96.87,6.57,125.0,21.0,160.0,4300.0,2.0,0.0,0.2,7.8,1.02,240.0,260.0,559.0,Circle,Nuôi 1,834.0,MPNT,64.0,,100.0,40.0,0.65,Vụ 2-2021-A13-D5N9,88.33708178291674
286,2021-10-17,Rainy,Vụ 2-2021,A13,D5N9,52,8,28.26,8.43,22.98,23.11,107.88,6.64,87.0,20.5,140.0,3900.0,0.5,0.0,0.3,7.8,1.02,310.0,260.0,723.0,Circle,Nuôi 1,834.0,MPNT,63.0,220.0,100.0,40.0,0.66,Vụ 2-2021-A13-D5N9,92.84666240774243
287,2021-10-16,Rainy,Vụ 2-2021,A13,D5N9,51,8,27.69,8.44,24.04,24.26,96.41,6.55,113.0,24.0,150.0,4600.0,1.0,0.2,0.5,7.8,1.2,240.0,260.0,559.0,Circle,Nuôi 1,834.0,MPNT,62.0,,100.0,0.0,0.66,Vụ 2-2021-A13-D5N9,97.82040264077011
288,2021-10-15,Rainy,Vụ 2-2021,A13,D5N9,50,8,28.2,8.52,23.72,23.96,85.57,6.74,135.0,23.5,170.0,4500.0,1.0,0.01,0.3,7.8,1.02,290.0,280.0,735.0,Circle,Nuôi 1,834.0,MPNT,61.0,,100.0,0.0,0.67,Vụ 2-2021-A13-D5N9,103.30607724418061
